titulo,empresa,ubicacion,modalidad,descripcion,Area
Analista Programador,Latina Seguros y Reaseguros C.A.,Guayas,,"Empresa de Seguros, requiere contratar un Analista Programador para la ciudad de Guayaquil Formación: Tercer nivel en Ingeniería de Sistemas o carreras afines Experiencia : 2 años en análisis de programación Conocimientos indispensables : Visual Basic. Net SQL server CRM",Desarrollador de Software
Ingeniero De Software - Dep. Sistemas,TELCONET LATAM,"Guayaquil, Guayas",,"**Realizar actividades relacionadas con**: - Asistir a reuniones y documentar el levantamiento de requerimientos asignados. - Colaborar con el Líder de Desarrollo para el diseño del desarrollo asignado y la obtención de información sobre el alcance o las limitaciones que tendrá el sistema u opción. - Llevar a cabo la programación del proyecto asignado. - Documentar el código generado. - Realizar las pruebas específicas y funcionalidades del desarrollo asignado. - Participar en la ventana de trabajo para la puesta en producción si fuese necesario. - Participar en las pruebas de Integración, capacitación y circuitos asignados. - Corregir los errores reportados en los desarrollos y/o de los sistemas en producción. - Documentar las tareas asignadas en la herramienta respectiva. - Participar en reuniones técnicas. - Realizar otras tareas solicitadas por la jefatura. - Mantener en orden equipo y sitio de trabajo, reportando cualquier anomalía. - Mantener el grado de confidencialidad requerido. - Mantener respaldo de la información que maneja. - Cumplir con el standby planificado.Somos una Empresa Líder en Telecomunicaciones con 25 años en la industria, en constante captación de nuevos talentos. Nos encontramos en la búsqueda de Ingenieros de Software para nuestro departamento de Sistemas.**Requisitos**:**Formación Académica**: Ingeniero en Sistemas o carreras afines. Experiência: 2 años en desarrollo de sistemas. Ubicación: Guayaquil. Ingeniero de Software (Perfil 1) Conocimientos: - Lenguajes: Java, Javascript, PL/SQL. - Frameworks: Springboot, Angular. - Base de Datos: Oracle, Mongo. - Otros: Git, Gitlab, Webservice Rest, Microservicios. Capacitaciones/Otros Conocimientos: - Gestión de Riesgos - Introducción Normas ISO (9001, 27001, 22301) Ingeniero de Software (Perfil 2) Conocimientos: - Lenguajes: PHP, Javascript, PL/SQL. - Frameworks: Symfony. - Base de Datos: Oracle, MySQL. - Otros: Git, Gitlab, Webservice Rest. Capacitaciones/Otros Conocimientos: - Gestión de Riesgos - Introducción Normas ISO (9001, 27001, 22301) Ingeniero de Software (Perfil 3) Conocimientos: - Lenguajes: Android, Java, PL/SQL. - Frameworks: Angular. - Base de Datos: Oracle, Mongo. - Otros: Git, Gitlab, Webservice Rest, Microservicios. Capacitaciones/Otros Conocimientos: - Gestión de Riesgos - Introducción Normas ISO (9001, 27001, 22301) Ingeniero de Software (Perfil 4) Conocimientos: - Lenguajes: Forms and report, Java, PL/SQL. - Base de Datos: Oracle. - Otros: Git, Gitlab, Webservice Rest. Capacitaciones/Otros Conocimientos: - Gestión de Riesgos - Introducción Normas ISO (9001, 27001, 22301) Competencias: - Compromiso - Orientación al cliente - Trabajo en Equipo - Productividad - Vocación por la Calidad - Innovación y CreatividadBeneficios- Alimentación 100% - IESS (desde el primer día de ingreso) - Uniformes - Capacitaciones - Crecimiento Profesional - Sueldo + beneficios de Ley Interesados por favor adjuntar su hoja de vida actualizada, certificados de capacitaciones realizadas y seleccionar el perfil al cual desea postular donde cumpla con la experiência y los conocimientos requeridos (perfil 1, 2, 3 o 4).",Desarrollador de Software
Diseñador UX/UI,APS Ecuador,"Guayaquil, Guayas",,"Acerca de la posición Como Diseñador UX/UI, desempeñará un papel fundamental en la configuración de los aspectos visuales e interactivos de nuestros productos de desarrollo de software. Buscamos un diseñador creativo y orientado a los detalles, apasionado por la experiencia del usuario y que pueda aportar nuevas ideas. Si está entusiasmado con la creación de diseños centrados en el usuario y disfruta trabajando en un entorno colaborativo, queremos saber de usted. Responsabilidades: Realizar investigaciones de usuarios para comprender sus necesidades y comportamientos. Crear esquemas, prototipos y diseños de alta fidelidad para aplicaciones web y móviles. Colaborar con equipos multifuncionales para garantizar la coherencia del diseño y la alineación con los objetivos del proyecto. Iteractuar diseños basados en los comentarios de los usuarios y los resultados de las pruebas. Crear prototipos interactivos para demostrar la funcionalidad y el flujo del producto. Planificar y realizar sesiones de pruebas de usabilidad para recopilar comentarios e identificar áreas de mejora. Mantenerse actualizado sobre las tendencias de la industria e incorpore las mejores prácticas en los procesos de diseño. Calificaciones: Ingenieria en Diseño Gráfico, Ingenieria de Sistemas o un campo relacionado. 3 o mas años de experiencia comprobada como diseñador UX/UI con un sólido portafolio. Dominio de herramientas de diseño como Figma, Sketch, Adobe XD o software similar. Sólido conocimiento de los principios y metodologías de diseño centrado en el usuario. Fuertes habilidades analíticas y de resolución de problemas con la capacidad de traducir los conocimientos de los usuarios en soluciones de diseño viables. Excelentes habilidades de comunicación y colaboración con capacidad para trabajar eficazmente en equipos multifuncionales. Experiencia con HTML, CSS y JavaScript es un plus. Deseable estar familiarizado con metodologías de desarrollo ágiles.",Desarrollador de Software
Ios Engineer - Remote Work,BairesDev,"Anywhere, Guayas",Remoto,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.iOS Engineer at BairesDevBeing an iOS Engineer in our Development Team is just like being a full-time problem solver. We expect your abilities to be a combination of experience, knowledge, and independence. Innovation is also at the heart of the BairesDev strategy. So, if you were willing to take on the most complex tasks and be a master of your tack stack, iOS, then you are probably one of those unique we’re looking for.What You Will Do:- Creating great mobile apps that integrate with cloud services.- Engaging in the full product development lifecycle from ideation through delivery and support.- Working within a fast moving team to develop crisp designs, create great code, and bring products to market quickly.- Leading the development and implementation of key new enhancements.- Helping us to continually evolve our processes and designs to build competitive advantage.- Creating mock-ups and prototypes to express ideas and gather feedback.- Sharing your thoughts and ideas freely and constructively, but also listening well to others.- Creating best of breed mobile apps for iOS devices and smartwatches.Here’s what we are looking for:- 5+ years of experience developing on iOS.- Experience with Objective C or Swift.- Advanced English level.How we do make your work (and your life) easier:- 100% remote work.- Hardware setup for you to work from home.- Flexible hours - make your schedule.- Paid parental leave, vacation & holidays.- Diverse and multicultural work environment.- An innovative environment with the structure and resources of a leading multinational.- Excellent compensation — well above the market average.- Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",Desarrollador de Software
UX Research Lead / R+D - Remote,BairesDev,"Anywhere, Guayas",Remoto,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.We are looking for an outstanding UX Research Lead to join BairesDev’s Research & Development Team (R&D).Our R&D team is the essential part of our technology solutions that drive millions in revenue annually, so we only hire the best of the best. Within the team you’ll find many different challenges: Data analysis, Machine Learning, Desktop, and web developments are some of the most relevant right now, but in order to drive innovation, you’ll notice that new things are coming up every day!The R&D area is undoubtedly the most interesting and challenging area of the entire company, and although BairesDev is conformed of really talented people in general, here you will find professionals with extensive experience and also intellectual and creative levels, far above average.We want people to enjoy the trip. Are you ready?What You Will Do:- Research the product development lifecycle, and UX design process.- Mentor UX research team across different squads, to discover and empathetically and propose actionable solutions to user needs.- Mentor UX Research team, implementing a variety of research methods (focus groups, quantitative and qualitative surveys, card sorting, participatory design / co-creation workshops, heuristic evaluation (formal and informal), cognitive walkthroughs).- Experience advocating and communicating about research insights, providing valuable information for the product development and design process.- Keep up with and educate the team about new or changing research methods and trends.- Analyze information from multiple resources including consumer trends, competitors, user experience labs, search and social activity, to bring improvements and strategies to current design and processes.- Combine data-driven and user-centric methodologies for better results.Here’s what we are looking for:- 7+ years of research experience.- Previous experience in managing UX research teams.- Be a great team player, experienced in working with agile teams.- Advanced knowledge of Microsoft Office products: Word, Excel, and Outlook.How we do make your work (and your life) easier:- 100% remote work.- Hardware setup for you to work from home.- Flexible hours - make your schedule.- Paid parental leave, vacation & holidays.- Diverse and multicultural work environment.- An innovative environment with the structure and resources of a leading multinational.- Excellent compensation — well above the market average.- Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",Desarrollador de Software
AI Engineer,Banco Guayaquil,"Guayaquil, Guayas",,"Descripción de puesto: Investigar, probar, desarrollar, mantener y optimizar soluciones de inteligencia artificial generativa orientadas a la transformación de procesos y productos del banco. Responsabilidades: Probar y desarrollar soluciones de inteligencia artificial generativa utilizando LLMs, procesamiento de audio y video, OCR, etc. Optimizar soluciones de inteligencia artificial utilizando técnologías avanzadas como fine-tuning, wrapping, RAGs, etc. Diseñar en conjunto con arquitectura de aplicativos, arquitectura de datos e ingeniería de datos los diagramas de las soluciones a ser probadas o desarrolladas. Garantizar el seguimiento adecuado de resultados, desempeño, métricas y feedback de las soluciones implementadas. Explorar e investigar tecnologías de IA generativa como OpenAI, Gemini y Llama para identificar oportunidades en el diseño de soluciones nuevas o existentes. Calificaciones: Titulo en Ciencias Computacionales, Inteligencia Artificial. Conocimientos requeridos: Modelos de IA Generativa Programación y diseño de software Desarrollo de APIs con Python Diseño de chatbots conversacionales Conocimientos deseables: Desarrollo con Websockets Procesamiento y análisis de datos Diseño de chatbots conversacionales",Desarrollador de Software
QA Automation Engineer,Devsu,"Guayaquil, Guayas",,"Buscamos un/a Ingeniero/a QA Automation con experiencia comprobada en pruebas automatizadas de software. Esta posición es híbrida en Quito/Ecuador. Funciones: Diseñar, desarrollar y ejecutar pruebas automatizadas para validar funcionalidades. Colaborar con el equipo de desarrollo y producto para entender requerimientos y criterios de aceptación. Documentar y reportar defectos de manera clara y precisa. Participar en la definición de estrategias de prueba. Ejecutar pruebas en entornos que incluyan modelos de datos complejos. Desarrollar scripts de pruebas y mantenerlos actualizados. Validar calidad de datos y funcionamiento en bases de datos SQL y NoSQL. Utilizar herramientas de automatización de pruebas como Cypress, Karate, Serenity, K6, entre otras. Apoyar la mejora continua de los procesos de testing. Requirements Mínimo 2 años de experiencia comprobada como Ingeniero QA. Experiencia en automatización de pruebas de software. Habilidades de programación básicas a intermedias. Experiencia en pruebas de software, preferiblemente en entornos de desarrollo de modelos de datos. Conocimiento en metodologías de pruebas y diseño de casos de prueba. Manejo de bases de datos SQL y NoSQL. Experiencia con herramientas de automatización como Serenity, Karate, K6, Cypress, Protractor, TestCafe, Appium, entre otras. Deseables: Certificación ISTQB o similar. Conocimiento de buenas prácticas de desarrollo: Git, TDD, revisiones de código, CI/CD. Experiencia en herramientas RPA (Robotic Process Automation). Experiencia previa en entornos ágiles. Benefits En Devsu, queremos crear un ambiente donde puedas prosperar tanto personal como profesionalmente. Al unirte a nuestro equipo, disfrutarás de: Un contrato estable a largo plazo con oportunidades de crecimiento profesional Seguro médico privado Programas continuos de capacitación, mentoría y aprendizaje para mantenerte a la vanguardia de la industria Acceso gratuito a recursos de capacitación en IA y herramientas de IA de última generación para elevar tu trabajo diario Una política flexible de tiempo libre remunerado (PTO) además de días festivos pagados Proyectos de software desafiantes de clase mundial para clientes en Estados Unidos y Latinoamérica Colaboración con algunos de los ingenieros de software más talentosos de Latinoamérica y Estados Unidos, en un entorno de trabajo diverso Únete a Devsu y descubre un lugar de trabajo que valora tu crecimiento, apoya tu bienestar y te empodera para generar un impacto global.",Desarrollador de Software
IMPULSADORA EVENTUAL / DURAN - EVENTUAL,Eficacia Ecuador,"Guayaquil, Guayas",,"Implementación de exhibiciones en el punto de venta. Implementación de planogramas establecidos por el cliente en percha. Conocimientos de merchandising Facilidad de palabra Proactividad Residir en zonas aledañas Duran, Samborondon. Requisitos Bachiller. Disponibilidad para aperturar RUC o RIMPE. Disponibilidad para hacer rutas aledañas. Beneficios La empresa ofrece experiencia laboral, Capacitación continua, Plan de carrera.",Desarrollador de Software
Scrum Master - Remote Work,BairesDev,"Anywhere, Guayas",Remoto,**Detalles de la oferta**:**Fuente**:Whatjobs_Ppc**Área***:- Educación - Docencia / Educación - Docencia en General***Requisitos**:,Desarrollador de Software
Especialista En Base De Datos,Integrity Solutions,"Guayaquil, Guayas",,"Requerimos incorporar en nuestro equipo de trabajo a una persona proactiva para cumplir con funciones en el Departamento de Fábrica de SoftwareEn ISC Integrity Solutions & Consulting CIA. LTDA. hemos tenido la oportunidad de trabajar con diferentes entidades privadas y públicas en proyectos de Gestión de Procesos del Negocio, Gestión de Riesgos Operativos, Gestión de Seguridad de la Información, Fabrica de Software, Gobierno de TI, Gestión de Continuidad del Negocio, Automatización de Procesos, Optimización Tecnológica y Auditoria de TI.Nuestras líneas de negocios le proporcionan a nuestros clientes el respaldo adecuado en la búsqueda de soluciones integrales a nível empresarial, lo cual estamos en capacidad de lograrlo con la experiência de nuestros consultores y el compromiso de servicios de calidad que brindamos a todos nuestros clientes.**Requisitos**:**Conocimiento en**:Administración de BD.SQL.SSIS.SSRS.SSAS.Power BI.**Funciones principales**:Depurar información de las bases de datos utilizando las herramientas disponibles.Coordinar actividades con jefe inmediato o líder del proyecto.Investigar, analizar y generar reportes de información.Generar estadísticas de información.",Desarrollador de Software
Ingeniero Inteligencia Artificial,SoftConsulting S.A.,"Pichincha, Manabí",,"Lenguajes de Programación: Python (TensorFlow, PyTorch, LangChain, Pandas, Numpy) Bases de Datos vectoriales, relacional y no relacionales Modelos de IA Generativa: LLMs (GPT, LLaMA, Mistral, etc.), Fine-Tuning, Prompt Engineering. Retrieval-Augmented Generation (RAG): Integración de bases de conocimiento con modelos generativos. Procesamiento de Lenguaje Natural (NLP): Técnicas en NLP, transformers. Machine Learning y Deep Learning: Arquitecturas de redes neuronales, entrenamiento y optimización de modelos Manejo de Data: Procesamiento de datos, ETL Despliegue de Modelos: Docker, Kubernetes, API REST. Cloud Computing, como, por ejemplo: AWS, GCP, Azure. - Frameworks de Agentes Conversacionales: LangChain, OpenAI APIs. - Versionamiento de Código y CI/CD: Git - Conocimiento de chunking, embeddings y pipelines de ingesta",Desarrollador de Software
IMPULSADORA SAMBORONDON - DURAN/ GUAYAQUIL,Eficacia Ecuador,"Guayaquil, Guayas",,"si deseas formar parte de nuestro equipo debe contar con los siguientes requisitos Requisitos Ser Bachiller Experiencias en ventas, impulso Experiencia visitando restaurantes o hoteles Disponibiliad para trabajar en horarios rotativos Disponibilidad para movilizarse dentro de la ciudad Buena aptitud y fluidez verbal Beneficios Capacitaciones continuas Crecimiento personal y profesional",Desarrollador de Software
Ingeniero De Redes Y Telecom,RZT TECHNOLOGIES,"Guayaquil, Guayas",,"Descripción de la empresa Soluciones Integrales en Redes y Telecomunicaciones. Descripción del puesto Como Ingeniero de Redes y Telecomunicaciones en RZT TECHNOLOGIES, serás responsable del diseño, implementacion y mantenimiento de proyectos y soluciones relacionados a la conectividad y tecnologia. Tareas diarias incluiyen la configuración, el soporte técnico y la resolución de problemas. Este es un puesto a tiempo completo en modalidad híbrida, lo que implica que tendrás la posibilidad de trabajar desde casa en algunas ocasiones, aunque el puesto está ubicado en Guayaquil. Requisitos Conocimiento de protocolos de red y arquitecturas de red. Experiencia en ingeniería y diseño de redes para ISPs. Habilidades en resolución de problemas y troubleshooting en entornos de red con equipos Cisco, Huawei, Mikrotik y demas. Conocimiento en seguridad de redes. Conocimiento de las plataformas Cisco, Huawei, Mikrotik. Seran valorados cursos y certificaciones. Conocmiento de entornos de Datacenter y DNS. Capacidad de trabajar en equipo, buena comunicación y una mentalidad orientada al servicio al cliente serán muy valoradas.",Desarrollador de Software
Recaudador - Guayaquil,Puntonet S.A.,"Guayaquil, Guayas",,"PROPÓSITO DEL CARGO: Garantizar la recuperación oportuna de los valores pendientes de las facturas corporativas mediante una gestión de recaudación externa eficiente alineada a los procesos de facturación, tiempos establecidos, manejo confidencial de la información comercial y financiera de los clientes corporativos. FUNCIONES PRINCIPALES: Ejecutar la gestión de recaudación externa a clientes corporativos acorde a la planificación establecida y rutas asignadas por el equipo de Post venta Cumpliendo con las visitas en los horarios establecidos para el retiro presencial de pagos de los clientes corporativos. Custodiar de manera segura el pago recaudado hasta la entrega oficial a la entidad financiera correspondiente. Apoyar en la mensajería de entrega o retiro de contratos comerciales. Mantener una actitud profesional y cordial durante las visitas. Colaborar con el área de cobranza en la actualización de datos. Ejecutar otras tareas asignadas. REQUISITOS: Bachiller culminado. Contar con licencia de conducir (moto) Experiencia mínima de 1 a 2 años en posiciones similares. BENEFICIOS OTORGADOS POR LA EMPRESA: Bono de alimentación. Seguro médico privado. Desarrollo continuo Plan de internet.",Desarrollador de Software
Marketing Digital Y Ventas Online,Compured Ec,"Guayaquil, Guayas",,"Se requiere un Profesional en Marketing con enfoque estratégico: ventas ONLINE, especializado en la creación, gestión y optimización de campañas publicitarias en redes sociales - META ADS - INSTAGRAM - TIK TOK, entre otras Amplia experiencia en la elaboración de pautas publicitarias efectivas orientadas a la conversión y posicionamiento de marca. Con capacidad analítica para interpretar métricas clave, optimizar resultados y proponer acciones basadas en datos. Dominio en la creación de contenido digital atractivo, con conocimientos sólidos en diseño gráfico corporativo para garantizar la coherencia visual y comunicacional de la marca en todos los canales digitales. Con Experiencia En Herramientas Meta Business Suite, Canva, Adobe Creative Suite (Photoshop, Illustrator), Google Analytics y plataformas de email marketing. Perfil proactivo, creativo y orientado a resultados, con habilidades para trabajar en equipo y adaptarse a entornos dinámicos. Aplicar solo los que cumplen con el perfil al correo ******",Desarrollador de Software
Ingeniero/A De Soporte Bilingüe,PwC,"Guayaquil, Guayas",,"Line of Service Internal Firm Services Industry/Sector Not Applicable Specialism IFS - Information Technology (IT) Management Level Associate Job Description & Summary A career in Information Technology, within Internal Firm Services, will provide you with the opportunity to support our core business functions by deploying applications that enable our people to work more efficiently and deliver the highest levels of service to our clients. You'll focus on managing the design and implementation of technology infrastructure within PwC, developing and enhancing both client and internal facing applications within PwC, and providing technology tools that help create a competitive advantage for the Firm to drive strategic business growth. Our Operations Support team monitors the overall quality of our service. As a part of the team, you'll be the primary contact for ensuring the quality of our services is maintained while also considering better ways to provide the same service in a more cost efficient manner and keeping customer satisfaction with our services high. To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be an authentic and inclusive leader, at all grades/levels and in all lines of service. To help us achieve this we have the PwC Professional; our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future. As an Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to: Invite and provide evidence-based feedback in a timely and constructive manner. Share and collaborate effectively with others. Work with existing processes/systems whilst making constructive suggestions for improvements. Validate data and analysis for accuracy and relevance. Follow risk management and compliance procedures. Keep up-to-date with technical developments for business area. Communicate confidently in a clear, concise and articulate manner - verbally and in written form. Seek opportunities to learn about other cultures and other parts of the business across the Network of PwC firms. Uphold the firm's code of ethics and business conduct. Minimum years experience required 1 año de experiencia en soporte a usuarios y conocimiento de redes e infraestructura Conocimientos y competencias técnicas requeridas: Inglés: avanzado Conocimiento MS Office 365 Impresoras (administración, control de impresión y consumibles) Sharepoint Education (if blank, degree and/or field of study not specified) Degrees/Field of Study required: Degrees/Field of Study preferred: Bachelor Degree - Systems Engineering Certifications (if blank, certifications not specified) Required Skills Optional Skills Microsoft Power Automate, PC Hardware, Policies & Procedures, Project Planning, ServiceNow Platform Desired Languages (If blank, desired languages not specified) English Travel Requirements Not Specified Available for Work Visa Sponsorship? No Government Clearance Required? No Job Posting End Date",Desarrollador de Software
Ingeniero De Soporte IT,xianmeilai food,"Guayaquil, Guayas",,"Descripción de la empresa Rosa Sudamerica Alimentos es una empresa subsidiaria en Ecuador de Xianmeilai http://en.xianmeilai.com/ una empresa asiática con cerca de 20 años en el mercado especializada en la investigación, desarrollo, producción y comercialización de productos acuáticos listos para cocinar. Xianmeilai cuenta con tres modernas plantas y decenas de sucursales y centros de distribución en todo China, nuestro mercado alrededor del mundo incluye a clientes como Walmart y Costco. Descripción del puesto Como Ingeniero de Soporte IT , serás responsable de proporcionar soporte técnico y resolver problemas relacionados con las infraestructuras IT de la empresa. Tus tareas diarias incluirán la instalación, configuración y mantenimiento de equipos y software, así como la atención y resolución de incidencias técnicas. Este es un puesto de tiempo completo, y se realizará de manera presencial en Durán Requisitos Fuerte capacidad para la resolución de problemas técnicos y soporte técnico general. Experiencia en la instalación, configuración y mantenimiento de hardware y software. Conocimientos en redes y sistemas operativos para garantizar la conectividad y el buen funcionamiento de la infraestructura IT. Habilidades adicionales como la comunicación efectiva, capacidad de trabajo en equipo y un enfoque orientado a la atención al cliente serán muy valoradas.",Desarrollador de Software
Especialista En Ventas,GESTOR DE VENTAS ONLINE,"Guayaquil, Guayas",,"Estamos buscando un/a Ejecutivo/a de Ventas apasionado/a, orientado/a a resultados y con habilidades excepcionales para cerrar tratos. Si te encanta el mundo de las ventas y estás listo/a para enfrentar nuevos desafíos, este puesto es para ti Responsabilidades: Identificar y prospectar clientes potenciales, estableciendo relaciones sólidas con ellos. Presentar nuestros productos/servicios de manera convincente y personalizada. Cerrar acuerdos y alcanzar objetivos de ventas mensuales y trimestrales. Mantener un seguimiento cercano con los clientes para asegurar su satisfacción y fomentar relaciones a largo plazo. Investigar constantemente el mercado y la competencia para identificar oportunidades y mejorar nuestras estrategias de ventas. Requisitos: Experiencia previa en ventas, preferiblemente en [mencionar el sector o industria]. Excelentes habilidades de comunicación verbal y escrita. Capacidad demostrada para trabajar de manera independiente y en equipo. Enfoque proactivo, orientado/a a soluciones y con un espíritu emprendedor. Conocimiento básico de herramientas informáticas y CRM (Customer Relationship Management). Ofrecemos: Un ambiente de trabajo dinámico y motivador, donde el éxito es reconocido y recompensado. Capacitación continua para potenciar tus habilidades y conocimientos en ventas. Oportunidades de crecimiento profesional dentro de la empresa. Salario competitivo más incentivos por logro de metas. Si estás listo/a para asumir el desafío y convertirte en un/a referente en ventas, queremos conocerte Envíanos tu CV junto con una breve carta de presentación que destaque tus logros en el área de ventas. Únete a nuestro equipo y juntos alcanzaremos nuevas alturas en el mundo de las ventas Ventas #EjecutivoDeVentas #Trabajo #OportunidadLaboral #Éxito",Desarrollador de Software
Agente Atencion Cliente Bilingue Chatter Remoto,CORPORACION FAVORITA C.A.,"Anywhere, Guayas",,"Tenemos vacantes disponibles para personas responsables, para reconocida plataforma para el equipo de Atención al Cliente RemotoChatterSeller bilingue.Qué haríasChatear y responder a las consultas de los usuarios de las cuentas asignadas.Enviar y recibir mensajes de manera rápida.Promoción y ventas Ayudar a promocionar y vender suscripciones de la plataforma.Se ofrece sueldo fijo en dólares mas comisiones por ventas. Entrenamiento. Horarios de dia o de noche. Puedes escoger trabajar de lunes a viernes o fines de semana.",Desarrollador de Software
Ingeniero/A (Diversas Especialidades),CONSTRUCTORA DE DISEÑOS PRODUCTIVOS CONSTRUDIPRO S,Guayas,,"Ingeniero/a (Diversas Especialidades)Resumen Estamos buscando ingenieros/as talentosos/as y motivados/as en diversas especialidades para unirse a nuestro equipo. Buscamos profesionales apasionados por la innovación, la resolución de problemas y la excelencia en su campo. Si eres un ingeniero/a con experiencia o un recién graduado con un gran potencial, te invitamos a postular. Especialidades de Interés Ingeniero/a Civil Ingeniero/a Hidráulico Ingeniero/a de Petróleo Ingeniero/a Ambiental Ingeniero/a Industrial Ingeniero/a Mecánico Ingeniero/a de Campo Ingeniero/a de Perforación Ingeniero/a de Minas Ingeniero/a Químico Ingeniero/a Agroindustrial Ingeniero/a Agrónomo Ingeniero/a Geólogo Responsabilidades (Varían según la especialidad) Diseñar, desarrollar, implementar y supervisar proyectos de ingeniería. Realizar análisis técnicos y estudios de viabilidad. Colaborar con otros ingenieros y profesionales para lograr los objetivos del proyecto. Asegurar el cumplimiento de las normas y regulaciones aplicables. Resolver problemas técnicos y proponer soluciones innovadoras. Requisitos Título universitario en Ingeniería (según la especialidad). Experiencia relevante en el campo de la ingeniería (puede variar según la especialidad y el nivel del puesto). Conocimiento de las herramientas y software de ingeniería relevantes. Excelentes habilidades de resolución de problemas y análisis. Capacidad para trabajar en equipo y comunicarse eficazmente. Compromiso con la calidad, la seguridad y el medio ambiente.",Desarrollador de Software
Ventas Freelance,RODRIGUEZ & ALVARADO ESCUELA DE NEGOCIOS,"Guayaquil, Guayas",,"¿Te gustaría formar parte de una Multinacional? Estamos expandiendo nuestro equipo comercial y queremos sumar a nuestro equipo a personas comprometidas, proactivas y con hambre de crecimiento. El freelancer es responsable de establecer y mantener relaciones comerciales sólidas con los clientes potenciales. Su objetivo principal es promover los productos y servicios de la empresa, garantizando la satisfacción del cliente a largo plazo. Responsabilidades: Atender las consultas de los clientes y resolver sus problemas. Realizar seguimiento de los pedidos de los clientes. Mantener registros precisos y actualizados de las ventas y los clientes. Requisito: Excelentes habilidades de comunicación verbal Experiencia mínima de 1 año en ventas. Educación mínima: secundaria completa. Se valoran estudios superiores o técnicos. Capacidad para trabajar de manera efectiva en equipo. Actitud proactiva, competitiva y orientada a resultados. Beneficios: Bonos de desempeño Comisiones semanales Oportunidades de crecimiento y desarrollo profesional. Ambiente de trabajo dinámico y respetuoso. Horario Flexible Real Pertenecer a una de las mejores empresas para trabajar a nivel mundial y reconocida dentro del Top 100 de ventas directas (#24 global) .",Desarrollador de Software
TÉCNICO DE SERVICIO,Joven 360 Ecuador,"Guayaquil, Guayas",,"Formación académica Formación académica Bachiller o Tecnólogo en Mecánica automotriz 2 años de experiencia en mantenimiento de motores a diésel, gasolina y gas Conocimiento demostrable en mantenimiento y reparación de sistemas de frenos y de distribución. Licencia de conducir tipo B",Desarrollador de Software
Personal Para Pricing,All Transcargo,"Guayaquil, Guayas",,"ACERCA DE LA VACANTEFunciones del Puesto- Las inherentes al puestoRequisitos del Puesto- Con experiência en empresa de logística de transporte de carga- Graduado en comercio exterior / negocios internacionales o en curso- Nível de inglés B2 y superior (no negociable)- Ágil, responsable, proactivo y que trabaje en equipoOTROS DETALLESArea del PuestoLogísticaUbicación del PuestoGuayaquil, Guayas, EcuadorNível de Cómputo",Desarrollador de Software
Urdesa / Vendedor,RR.HH SEPHIRCORP S.A.,"Guayaquil, Guayas",,"Requisitos: Estudiantes universitarios o graduados. Disposición para aprender y desarrollar habilidades en ventas. Habilidad para comunicarse de manera clara y efectiva. Habilidad para trabajar en equipo. Capacidad para tomar la iniciativa y ser proactivo en el aprendizaje. Responsabilidades: Aprender y familiarizarse con los procesos y procedimientos de la empresa bajo la guía de un supervisor. Mantener buena comunicación con clientes y alcanzar objetivos en ventas. Negociar acuerdos y cerrar ventas de manera efectiva. Analizar mercado y tendencias para identificar oportunidades de negocio. ¿Qué ofrecemos? Capacitación y apoyo para ayudar a alcanzar objetivos. Oportunidades de crecimiento y desarrollo profesional. Ingresos competitivos y pagos puntuales. Bonos, incentivos y beneficios exclusivos. Oportunidades de ascenso a mediano y largo plazo. Un equipo experimentado para ayudarte a crecer y desarrollarte en el cargo. ¡Gracias por tu interés en unirte a nuestro equipo como vendedor! Te deseamos mucho éxito en tu postulación al cargo.",Desarrollador de Software
