titulo,empresa,ubicacion,salario,modalidad,jornada,tipo_contrato,descripcion,Area
Analista De Datos + Oracle Fusion/Otbi,Sofka Technologies,"Quito, Pichincha",,,Tiempo completo,Permanente,"¿Estás buscando nuevos desafíos y un lugar donde puedas disfrutar de un ambiente cercano mientras aprendes constantemente? Bienvenido a un equipo con un propósito claro:""TRANSFORMAR la vida de las personas siendo el aliado TECNOLÓGICO más confiable""Prepárate y únete a esta aventura¿Qué encontrarás? Retos técnicos y personales que te mantendrán en constante crecimiento. Un equipo conectado, enfocado en tu bienestar físico y mental. Cultura de mejora continua, fresca y colaborativa, con oportunidades de aprendizaje y gente dispuesta a apoyarte.KaizenHub, un programa diseñado para potenciar tus talentos, con feedback, mentorías y coaching a través de Sofka U. Será un reto y un juego a la vez Programas comoHappy KaizenyWeSofkaque cuidan tu bienestar físico y emocional. ¿Qué buscamos? Estamos en busca de un/aAnalista de Datos Seniorapasionado/a por los datos y la toma de decisiones basadas en evidencia. Si te motiva transformar información en conocimiento, esta oportunidad es para vosProfesional con 5+ años de experiencia en análisis descriptivo de datos, inteligencia de negocios y diseño de soluciones analíticas.Con habilidades para recolectar, integrar y transformar grandes volúmenes de datos en reportes, dashboards e insights accionables.Conocimiento profundo en procesamiento de datos, modelado, visualización e identificación de oportunidades de mejora.Capacidad para entender requerimientos funcionales del negocio y traducirlos en soluciones técnicas de alto impacto.Requisito excluyenteExperiencia comprobada enOracle Fusion Cloud(ERP, HCM o SCM), especialmente en módulos de reportes y gestión de datos. Funciones principalesDiseño y generación de reportes OTBICrear reportes y análisis personalizados en Oracle Cloud ERP, HCM o SCM.Configurar subject areas, filtros dinámicos y visualizaciones claras.Compartir reportes con roles/usuarios bajo buenas prácticas de seguridad.Gestión de dashboards en OAC (Oracle Analytics Cloud)Diseñar dashboards interactivos conectando múltiples fuentes de datos.Transformar y analizar datos provenientes de Oracle DB, SQL o Excel.Usar visualizaciones avanzadas alineadas a objetivos de negocio.Carga y migración de datos con FBDIPreparar plantillas FBDI para carga masiva de datos.Ejecutar procesos de importación y gestionar errores.Asegurar la integridad y trazabilidad de los datos migrados.Soporte funcional y técnicoBrindar acompañamiento a usuarios en reportes y dashboards.Resolver incidencias en procesos de carga y visualización.Documentar procesos y soluciones conforme a estándares del banco.Conocimientos requeridosOracle Cloud Applications: ERP, HCM, SCMOTBI: creación de reportes, subject areas, filtros, seguridad de accesoOAC: dashboards, integración de fuentes, visualizaciones, dataflowsFBDI: carga masiva de datos, plantillas, validaciones, erroresSQL avanzado: modelado de datos, transformaciones, stored proceduresPowerBI (deseable): experiencia en DAX, dataflows, dashboardsETL: manejo de herramientas como SSIS o Pentaho (deseable)Python (deseable): análisis exploratorio, limpieza, visualizaciónGobernanza de datos y buenas prácticas de seguridad y documentaciónControl de versiones / CI/CD (Git, pipelines, orquestación – deseable)Bases de datos relacionales y no relacionales: SQL Server, PostgreSQL, MongoDBHabilidades blandas que valoramosLiderazgo técnico y colaboración entre equiposPensamiento analítico y crítico orientado a resultadosComunicación efectiva con stakeholders técnicos y de negocioProactividad, planificación y responsabilidad en la ejecuciónCapacidad para resolver bloqueantes y gestionar dependenciasPRESENTATE y sé parte de esta historia Condiciones: Contrato a término indefinido – Queremos relaciones a largo plazo Ecosistema de aprendizaje con herramientas para que decidas cómo querés crecer Modalidad híbrida o remota (dependiendo de la ubicación) Acceso a programas de formación continua, certificaciones y más Proyectos desafiantes en sectores clave como banca, salud, retail y tecnologíaSi Oracle Fusion, los datos y la transformación digital te apasionan... este es tu momento. Te esperamos para transformar juntos el futuro con tecnología y propósito <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista De Datos – Junior,Sofka Technologies,"Quito, Pichincha",,,Tiempo completo,Permanente,"Perfil:Analista de Datos – JuniorFormación académica:Ingeniería en Sistemas.Experiencia:E xperiencia en pasantías o prácticas preprofesionales relacionadas con análisis y manejo de datos.Participación en proyectos académicos o universitarios vinculados a modelado de datos, reportes o dashboards.Conocimientos técnicos:Lenguajes de programación: Python y SQL (nivel intermedio). Manejo básico de herramientas de visualización (Power BI, Tableau o similares). Conocimientos de modelos de datos, bases de datos relacionales y no relacionales.Manejo de hojas de cálculo (Excel avanzado). Familiaridad con entornos Windows/Linux.Habilidades blandas:Pensamiento analítico y atención al detalle.Capacidad de aprendizaje rápido y autogestión . Habilidades de comunicación e interés en trabajar en equipo.Proactividad y apertura a la capacitación continua.Condiciones y observaciones:Requiere formación y acompañamiento inicial para consolidar competencias.Perfil adaptable para programas de trainee o formación interna . Compromiso de confidencialidad y ética profesional. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista De Datos Y Automatización Operativa,CRECOS,"Guayaquil, Guayas",,,Tiempo completo,Permanente,"Sobre el rolEnCuport Seguridad Integralbuscamos unAnalista de Datos y Automatización Operativaque lidere la integración de nuestros sistemas de rastreo e incorpore información manual para digitalizarla, generando una sinergia entre plataformas o incluso desarrollando un propio sistema que centralice la información crítica de la operación.Este rol será clave para generardatos confiables, automatizados y auditables, fortaleciendo la trazabilidad de nuestras operaciones y la toma de decisiones estratégicas.Responsabilidades principalesIntegrar y automatizar data de distintas plataformas externas e internas en un sistema centralizado.Diseñar y mantener indicadores de gestión (KPIs) para vehículos, custodios, supervisores y clientes.Generar reportes automáticos y trazables para auditorías internas y de clientes.Desarrollar procesos de automatización (scripts, macros o herramientas BI) que reduzcan carga manual en operaciones.Analizar tendencias de consumo de combustible, mantenimiento y rutas para optimizar costos y detectar riesgos.Apoyar al área de operaciones con herramientas de auditoría digital (bitácoras, geocercas, alertas). Asegurar la calidad, consistencia y seguridad de los datos que se manejen en la empresa.RequisitosFormación en Ingeniería en Sistemas, Telecomunicaciones, Informática, Estadística o afines.Experiencia en integración de datos y manejo de APIs (ideal en plataformas de rastreo GPS/logística). Manejo de herramientas de BI : Power BI, Tableau o Google Data Studio.Conocimientos de Excel avanzado (macros, Power Query) y/o programación básica (Python o SQL). Experiencia generando indicadores de gestión y reportes automatizados.Habilidades blandasPensamiento analítico y enfoque en resultados.Comunicación clara para trabajar con áreas operativas y gerenciales.Capacidad de convertir datos en información útil para auditorías y clientes.Proactividad para proponer mejoras en procesos y tecnología.Lo que ofrecemosPertenecer a una empresa líder en seguridad integral con presencia nacional.Oportunidad de crecer en un proyecto innovador de automatización y trazabilidad operativa . Ambiente dinámico con enfoque en mejora continua y gestión basada en datos. ¿Interesado? Postula aquí en LinkedIn o envía tu hoja de vida a: con el asunto Analista de Datos <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista De Datos De Medios Digitales,Sofka Technologies,"Quito, Pichincha",,,Tiempo completo,Permanente,"Responsabilidades principalesApoyar en la estrategia de medios digitales mediante análisis de resultados y generación de reportes.Participar en reuniones de posventa con clientes, brindando soporte en métricas y optimización de campañas.Asegurar la correcta interpretación de datos de campañas (paid media, medios directos, audiencias, etc.) y transformarlos en recomendaciones accionables.Monitorear KPIs de performance, awareness y conversión, proponiendo optimizaciones continuas.Requisitos / PerfilConocimiento avanzado de plataformas digitales (Meta, Google Ads, TikTok, Programmatic). Capacidad de interpretar datos y presentarlos de forma clara y accionable para equipos y clientes.Habilidades de comunicación para interactuar en reuniones con clientes y equipos internos.Competencias personalesPerfil analítico y orientado a resultados.Proactividad para detectar oportunidades de optimización. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista Gobierno De Datos,Banco Bolivariano,"Guayaquil, Guayas",,,Tiempo completo,Permanente,"Misión del cargo:Encargado de la gestión y mejora continua de calidad de datos de los diferentes dominios asignados, realizando acompañamiento en la implementación de estrategias, políticas, estándares y procesos del área. Principales Funciones:Monitorear de forma continua el estado de calidad de los elementos de datos críticos de los dominios asignados y generar reportes de novedades identificadas para implementación de posibles mejoras.Participar en la definición de estándares, controles, métricas, procedimientos y guías relacionados con la calidad de datos.Realizar análisis de causa raíz sobre problemas de calidad de datos y colaborar en el diseño de planes de remediación.Contribuir en la creación y actualización de políticas y procedimientos que fortalezcan la gestión de calidad de datos.Estudios:Estudiante de los últimos semestres o graduados de Ingeniería en Sistemas, Computación, Ingeniería en Software, Licenciado en Tecnologías de la Información o carreras afines.Experiencia:Al menos 2 años de experiencia en roles similares.Conocimientos:Base de datos SQLPolíticas y estándares de calidad <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista De Datos,Sofka Technologies,"Quito, Pichincha",,,Tiempo completo,Permanente,"Perfil:Profesional en Ingeniería en Sistemas Computacionales o carreras afinesExperiencia de mínimo 1 a 2 años en posiciones similares.Indispensable residir en Quito (modalidad híbrida) Conocimientos: Manejo de SQL para extraer y manipular datos con consultas complejas. Servicios en la nube. Databricks. Pyspark. Creación de Modelos Semánticos con uso de DAX. Power BI Desktop. Power Query. Modelamiento de datos. Excel. Almacenamiento de Datos: Data warehouses y otras estructuras de almacenamiento. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista De Datos Y Reportería Call Center Quito,Sofka Technologies,"Quito, Pichincha",,,Tiempo completo,Permanente,"¿Eres de los que convierte datos en decisiones que impulsan las ventas? EnLPC Holdingbuscamos unAnalista de Datos y Reportería Comercial, con foco enPerformance y KPIs de ventas, capaz de traducir métricas en estrategias que aumenten la rentabilidad del negocio.Tu rol será clave no solo en la reportería y dashboards, sino también enapoyar al equipo comercial con insights accionables, conectando la inversión publicitaria con los resultados de ventas. Responsabilidades principalesDiseñar y automatizar reportes estratégicos diarios, semanales y mensuales.Medir el rendimiento de campañas publicitarias en Meta Ads, Google Ads, TikTok y otros canales . Analizar y reportar KPIs comerciales y de call center : TMO, tasa de contacto, tasa de conversión, duración de llamada, productividad y rentabilidad por lead.Diseñar dashboards visuales e interpretables en Power BI para decisiones rápidas y efectivas.Detectar desvíos y oportunidades de mejora en la eficiencia comercial y publicitaria . Colaborar directamente con el área de ventas para optimizar procesos y apoyar con información estratégica.Presentar informes ejecutivos con conclusiones accionables y foco en incrementar cierres y ROI . Perfil idealFormación en Análisis de Datos , Estadística, Ingeniería Comercial, Marketing, Administración o afines.Mínimo 1 año de experiencia en reportería, análisis de inversión digital y KPIs de ventas/call center . Dominio de herramientas como Excel avanzado, Google Sheets, Power BI o Google Data Studio . Conocimiento de métricas clave de performance: CPL, CPA, ROAS, CTR, tasa de conversión, etc.Experiencia trabajando con equipos de ventas, marketing o medios digitales . Capacidad de análisis, pensamiento crítico, orientación a resultados y visión comercial . Lo que ofrecemos Salario Base + bonos variables por rendimiento . Espacio real de crecimiento profesional en un ecosistema de performance y expansión digital. Un ambiente colaborativo, ágil y comercialmente enfocado en resultados . Ubicación:Quito – Sector La CarolinaModalidad:Presencial, tiempo completo Si eres una mente analítica que entiende deventasy domina losKPIs comerciales, esta es tu oportunidad para marcar la diferencia.Postúlate hoy y potencia el rendimiento de nuestras inversiones y procesos comerciales con tu análisis. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista de Control y Reporting,Ferrero,"Quito, Pichincha",,,Tiempo completo,Permanente,"Ecuador, Quito Plant Ferrero es una empresa familiar con una perspectiva verdaderamente mundial y progresista y marcas icónicas como Nutella®, Tic Tac®, Ferrero Rocher®, Raffaello®, Kinder Bueno® y Kinder Sorpresa®. El amor por nuestras marcas sigue creciendo al igual que lo hace nuestro alcance internacional. Representada en más de 50 países y con productos vendidos en más de 170, el Grupo Ferrero encanta a numerosas generaciones en todo el planeta. ¿Cuál es el secreto de nuestro éxito mundial? 40,000 empleados especializados que celebran tanto el cuidado como la calidad para forjar un negocio, carreras profesionales y marcas de las que nos sentimos orgullosos. Únete a nosotros, podrías ser uno de ellos. Ferrero se compromete a construir una cultura diversa e inclusiva en la que todos los empleados se sientan bienvenidos y valorados y tengan las mismas oportunidades. Estamos convencidos del talento de todos nuestros empleados. Al alimentar la curiosidad y las habilidades naturales de nuestros empleados, los empoderamos, generación tras generación, para lograr el éxito personal y profesional, permitiéndoles desarrollar su carrera en Ferrero. La diversidad de nuestros talentos es lo que hace que nuestro entorno de trabajo sea multicultural, innovador y altamente gratificante. Propósito del Cargo Elaborar y analizar los reportes económicos y financieros obtenidos de los sistemas SAP, HFM y Essbase de la compañía, con el propósito de asegurar la fiabilidad de la información, para su correcta consolidación y comparación con el presupuesto. Principales Funciones: Elaborar y organizar el Presupuesto de los Gastos de Estructura y Otros de la División Industrial a nivel Budget y Forecast a fin de obtener una proyección que permita visualizar lo que a futuro la empresa necesita incurrir. Monitorear el Headcount (Número de Personas) Actual vs lo presupuestado División Industrial a nivel Budget y Forecast para comparar lo proyectado por RRHH con la situación Actual y validar su coherencia con los gastos de Sueldos y Beneficios. Proyectar el Discretionary Cash Flow de la Compañía a nivel de Budget y Forecast. Controlar los Gastos de Estructura Actual y comparar vs Budget y SAF a través del análisis de datos y desviaciones Reportar el Profit &amp; Loss by Destination Actual para proporcionar a casa Matriz como a la Gerencia local, la realidad de la compañía a fin contribuir en la toma de decisiones económicas. Calcular y publicar Transfer Price con el propósito de proyectar las ventas, calcular el Markup y posteriormente dar a conocer al cliente Intercompany el precio de cada producto producido. Analizar los costos Estándar y PRZ de las diferentes marcas USD/KG a fin de monitorear trend del Costo de Ventas USD/KG de los diferentes productos elaborados en planta a fin de conocer los fenómenos que impactan en el costo. Monitorear el CAPEX y verificar el cumplimiento de los objetivos establecidos desde matriz tanto de Liquidado y Carry Forward Ingresar las tarifas Primary Freight de Supply Chain en SAP para garantizar que cumplimiento de los requerimientos de los entes de control aduanero al momento de la emisión de la factura de exportación. A quién estamos buscando: Formación Académica: Estudios Superiores en Administración de Empresas, Ing. Comercial, Economía Contabilidad, Finanzas y Auditorias o carreras afines. Experiencia: 2 a 3 años en posiciones similares. Idioma: Inglés Intermedio Cómo triunfar en el puesto de trabajo y en Ferrero Consumidores, calidad y servicio son la clave de todo cuanto hacemos. Así pues, para cosechar el éxito en Ferrero, deberá orientarse al consumidor y al producto tanto como nosotros: dedicarse a lograr buenos resultados para los clientes en todo el mundo. Competencias: Pensamiento Analítico y Crítico Habilidades de Comunicación Habilidad Numérica Gestión del Cambio Orientación a Resultados Trabajo bajo presión Organización y Planificación Conocimientos Específicos: Manejo de Microsoft Office Intermedio Presupuesto NIIF SAP - Modulo CO PA <p class=""source"" data-source=""Ferrero"" data-site=""www.ferrero.com""> <a href=""/job/ececa301a7490d4d396fe17185775d5ce9/eaa"" target=""_blank"" rel=""nofollow""> Ferrero <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",Analista de Datos
ANALISTA DE OBSERVATORIOS,Universidad Técnica Particular de Loja,Loja,,,Tiempo completo,Permanente,"Misión del puesto: Planificar y ejecutar iniciativas que busquen maximizar el impacto social de la institución, contribuyendo al desarrollo de la comunidad. Actividades de la posición: Ejecutar acciones para la gestión de datos, toma de decisión en el territorio y adopción de estándares metodológicos para la generación de reportes, mediante el monitoreo de indicadores y variables de interés mutuo entre nuestra institución y aliados estratégicos. Ejecutar acciones para fortalecer el ecosistema institucional de datos y las estrategias de carácter sostenibles de la institución basadas en la gestión de información para consolidar la gobernanza de la información Ejecutar las estrategias de transferencia de conocimiento y acciones comunicacionales de los resultados de observatorios y resultados de proyectos de vinculación con nuestros aliados estratégicos. Fortalecer el ecosistema institucional de datos y las estrategias sostenibles de la institución basadas en la gestión de información. Implementar estrategias de transferencia de conocimiento y acciones comunicacionales de los resultados de observatorios y proyectos de vinculación con nuestros aliados estratégicos. Diseñar y desarrollar el ecosistema de datos institucionales para la construcción de innovaciones sociales y la generación de impacto en el territorio. Analizar y evaluar informes con indicadores para medir el efecto de las estrategias implementadas, con el fin de maximizar el impacto social de la universidad. Integrar el uso de nuevas tecnologías para la recolección y análisis de datos en los observatorios. Desarrollar metodologías para la sistematización y presentación de datos que faciliten la toma de decisiones informadas. Realizar capacitaciones y talleres para la comunidad universitaria y aliados estratégicos sobre el uso y la interpretación de datos y su impacto en la sostenibilidad. Seguimiento de tendencias y buenas prácticas: Dar seguimiento a las tendencias en su campo de acción para aplicarlas en el desarrollo de nuevas iniciativas y mejoras. Genérica: Otras funciones: Realizar otras funciones que, de acuerdo con su cualificación profesional, responsabilidades y ámbito de competencia, le sean encomendadas por sus superiores. Requisitos 1. Obligatorio: Título de tercer nivel debidamente registrado en la Senescyt de/en: Ingenierías. 2. De Preferencia: Título de cuarto nivel (maestría o PhD) debidamente registrado en la Senescyt, con formación académica en Ingenierías. 3. Residir en la ciudad de Loja. 4. Certificar experiencia de 1 a 3 años en funciones similares. 5. Experiencia y competencias de negociación en entornos multiculturales. 6. Dominio y manejo actualizado de programas informáticos relacionados con manejo de datos tales como: SPSS, R, Python y Excel avanzado y experiencia sólida en Sistemas de Información Geográfica (SIG) y análisis espacial con ArcMap, ArcGIS y Leapfrog. 7. Competencia técnica: Inglés intermedio. Competencias deseables: Compromiso e implicación social, Iniciativa y flexibilidad, Orientación a resultados, Trabajo en equipo. Pensamiento crítico y reflexivo, Planificación y Organización Beneficios Contrato laboral de tiempo indefinido, Poliza de vida y asistencia médica. <p class=""source"" data-source=""Hiring Room"" data-site=""www.hiringroom.com.ats.organic""> <a href=""/job/ec32a5e899c9829ccd8c04b3271ad969b9/eaa"" target=""_blank"" rel=""nofollow""> Universidad Técnica Particular de Loja <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",Analista de Datos
Analista de Control y Reporting,Ferrero,"Quito, Pichincha",,,Tiempo completo,Permanente,"Ecuador, Quito Plant Ferrero es una empresa familiar con una perspectiva verdaderamente mundial y progresista y marcas icónicas como Nutella®, Tic Tac®, Ferrero Rocher®, Raffaello®, Kinder Bueno® y Kinder Sorpresa®. El amor por nuestras marcas sigue creciendo al igual que lo hace nuestro alcance internacional. Representada en más de 50 países y con productos vendidos en más de 170, el Grupo Ferrero encanta a numerosas generaciones en todo el planeta. ¿Cuál es el secreto de nuestro éxito mundial? 40,000 empleados especializados que celebran tanto el cuidado como la calidad para forjar un negocio, carreras profesionales y marcas de las que nos sentimos orgullosos. Únete a nosotros, podrías ser uno de ellos. Ferrero se compromete a construir una cultura diversa e inclusiva en la que todos los empleados se sientan bienvenidos y valorados y tengan las mismas oportunidades. Estamos convencidos del talento de todos nuestros empleados. Al alimentar la curiosidad y las habilidades naturales de nuestros empleados, los empoderamos, generación tras generación, para lograr el éxito personal y profesional, permitiéndoles desarrollar su carrera en Ferrero. La diversidad de nuestros talentos es lo que hace que nuestro entorno de trabajo sea multicultural, innovador y altamente gratificante. Propósito del Cargo Elaborar y analizar los reportes económicos y financieros obtenidos de los sistemas SAP, HFM y Essbase de la compañía, con el propósito de asegurar la fiabilidad de la información, para su correcta consolidación y comparación con el presupuesto. Principales Funciones: Elaborar y organizar el Presupuesto de los Gastos de Estructura y Otros de la División Industrial a nivel Budget y Forecast a fin de obtener una proyección que permita visualizar lo que a futuro la empresa necesita incurrir. Monitorear el Headcount (Número de Personas) Actual vs lo presupuestado División Industrial a nivel Budget y Forecast para comparar lo proyectado por RRHH con la situación Actual y validar su coherencia con los gastos de Sueldos y Beneficios. Proyectar el Discretionary Cash Flow de la Compañía a nivel de Budget y Forecast. Controlar los Gastos de Estructura Actual y comparar vs Budget y SAF a través del análisis de datos y desviaciones Reportar el Profit &amp; Loss by Destination Actual para proporcionar a casa Matriz como a la Gerencia local, la realidad de la compañía a fin contribuir en la toma de decisiones económicas. Calcular y publicar Transfer Price con el propósito de proyectar las ventas, calcular el Markup y posteriormente dar a conocer al cliente Intercompany el precio de cada producto producido. Analizar los costos Estándar y PRZ de las diferentes marcas USD/KG a fin de monitorear trend del Costo de Ventas USD/KG de los diferentes productos elaborados en planta a fin de conocer los fenómenos que impactan en el costo. Monitorear el CAPEX y verificar el cumplimiento de los objetivos establecidos desde matriz tanto de Liquidado y Carry Forward Ingresar las tarifas Primary Freight de Supply Chain en SAP para garantizar que cumplimiento de los requerimientos de los entes de control aduanero al momento de la emisión de la factura de exportación. A quién estamos buscando: Formación Académica: Estudios Superiores en Administración de Empresas, Ing. Comercial, Economía Contabilidad, Finanzas y Auditorias o carreras afines. Experiencia: 2 a 3 años en posiciones similares. Idioma: Inglés Intermedio Cómo triunfar en el puesto de trabajo y en Ferrero Consumidores, calidad y servicio son la clave de todo cuanto hacemos. Así pues, para cosechar el éxito en Ferrero, deberá orientarse al consumidor y al producto tanto como nosotros: dedicarse a lograr buenos resultados para los clientes en todo el mundo. Competencias: Pensamiento Analítico y Crítico Habilidades de Comunicación Habilidad Numérica Gestión del Cambio Orientación a Resultados Trabajo bajo presión Organización y Planificación Conocimientos Específicos: Manejo de Microsoft Office Intermedio Presupuesto NIIF SAP – Modulo CO PA <p class=""source"" data-source=""Jobs2Web"" data-site=""www.jobs2web.com.ats.organic""> <a href=""/job/ec5d1378cab0e81d05ed54a15fe2f9e6b0/eaa"" target=""_blank"" rel=""nofollow""> Ferrero <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",Analista de Datos
Analista de Sistemas de Gestión,La Fabril,"Montecristi, Manabí",,,Tiempo completo,Permanente,"Misión del cargo Evaluar la eficacia de los sistemas de gestión de calidad e inocuidad mediante auditorías internas, realizando seguimiento de las acciones correctivas, procesando y analizando la información resultante para contribuir a la mejora continua del sistema y preparar a la organización para auditorías externas. Responsabilidades principales Ejecutar auditorías del sistema de gestión de calidad asignadas bajo un enfoque basado en riesgos, asegurando la efectividad y cumplimiento de los procedimientos establecidos. Realizar seguimiento a las no conformidades y acciones correctivas, verificando su cierre efectivo. Analizar resultados de auditorías internas para identificar oportunidades de mejora y optimización de procesos. Gestionar la documentación y registros de los sistemas de gestión, garantizando versiones actualizadas y trazabilidad. Procesar y presentar datos e indicadores de los sistemas de gestión mediante herramientas tecnológicas. Diseñar materiales de comunicación interna sobre el sistema de gestión que promuevan el compromiso organizacional. Apoyar la ejecución de capacitaciones en temas de calidad e inocuidad. Requisitos Formación: Ingeniería Química, Agroindustrial, de Alimentos, Bioquímica o carreras afines. Experiencia: De 1 a 3 años en procesos de manufactura de alimentos o productos de higiene y cuidado personal, en áreas de Producción o Calidad. Conocimientos técnicos: Procesos de manufactura de alimentos. Procesos de manufactura de productos de higiene y cuidado personal. Auditoría interna de sistemas de gestión o procesos. Normas de calidad e inocuidad: ISO 9001, FSSC 22000, ISO 22000, HACCP, BPM. Certificaciones orgánicas y Kosher Competencias blandas: Calidad en la toma de decisiones, enfoque en el cliente, colaboración, agilidad, empuje por resultados, comunicación efectiva y autodesarrollo. Beneficios En La Fabril, no solo serás parte de un equipo innovador y dinámico, sino que también disfrutarás de múltiples beneficios que te permitirán crecer y desarrollarte tanto a nivel personal como profesional: Oportunidades de crecimiento y desarrollo profesional: Potencia tu carrera con nosotros. Seguro de vida y seguro médico: Nos preocupamos por ti y tu bienestar. Acceso preferencial a nuestros productos: Compra lo mejor a precios especiales. Crédito en farmacias y supermercados: Facilita tu vida diaria con nuestros convenios. Beneficios de alimentación Y muchos otros beneficios exclusivos: Porque en La Fabril nos importa que te sientas valorado. ¡Únete a nosotros y forma parte de una empresa líder en su sector! <p class=""source"" data-source=""Hiring Room"" data-site=""www.hiringroom.com.ats.organic""> <a href=""/job/ecda48fe507747699b38fd54a91c5396c6/eaa"" target=""_blank"" rel=""nofollow""> La Fabril <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",Analista de Datos
ANALISTA DE INTELIGENCIA DE NEGOCIOS - QUITO,Grupo Lucky Ecuador,"Quito, Pichincha",,,Tiempo completo,Permanente,"Responsabilidades principales Diseñar, automatizar y mantener reportes e indicadores de gestión (KPIs) para las áreas comerciales y directivas. Analizar tendencias del mercado y comportamiento de clientes para detectar oportunidades de negocio. Implementar y administrar herramientas de Business Intelligence (Power BI, Tableau u otras). Asegurar la calidad, integridad y consistencia de los datos corporativos. Colaborar con equipos de ventas, marketing y operaciones en la definición de estrategias basadas en datos. Desarrollar modelos predictivos o segmentaciones que optimicen campañas y resultados. Generar presentaciones ejecutivas y reportes para la alta dirección. Requisitos Formación: Título en Ingeniería Comercial, Ingeniería en Sistemas, Economía, Estadística, Administración o carreras afines. Experiencia: Mínimo 2 años de experiencia en análisis de datos, inteligencia de negocios o análisis comercial, preferiblemente en el sector de telecomunicaciones o servicios B2B. Conocimientos técnicos: Manejo avanzado de Power BI, Excel y SQL. Conocimiento en modelado de datos y herramientas de visualización. Deseable experiencia con herramientas de automatización o análisis (Python, R, DAX). Conocimiento de indicadores comerciales y financieros. Beneficios Sueldo fijo Beneficios Sociales &amp; Coorporativos Excelente ambiente laboral <p class=""source"" data-source=""Hiring Room"" data-site=""www.hiringroom.com.ats.organic""> <a href=""/job/ec7084dfc048ddccb3ac9d3e9516c11bdb/eaa"" target=""_blank"" rel=""nofollow""> NORPHONE <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",Analista de Datos
Consultor En Protección De Datos,Orion Legal Technology,"Quito, Pichincha",,,Tiempo completo,Permanente,"Sé parte del equipo líder en protección de datos personales en EcuadorEn ORION Legal Technology, buscamos consultores independientes (abogados, ingenieros o perfiles multidisciplinarios) con interés en desarrollarse en el campo de la protección de datos personales y tecnología legal. ¿Qué ofrecemos? <ul> <li>Formación interna especializada.</li> <li>Herramientas y acompañamiento en campo.</li> <li>Pago por comisión por cada consultoría ejecutada o vendida (entre el 10%-25%).</li> <li>Participación en proyectos con empresas nacionales e internacionales.</li> </ul> Requisitos:• Perfil profesional o técnico (abogado, ingeniero, analista de datos, compliance, etc.)• Disposición para aprender y trabajar bajo estándar de excelencia. <ul> <li>Enfoque ético, proactivo y orientado a resultados.</li> </ul> Esta es una oportunidad real de crecimiento y facturación sin límites, bajo modalidad freelance.Interesados enviar CV y una breve carta de motivación a: Asunto:Consultor PDP <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
