index,titulo,empresa,ubicacion,modalidad,descripcion
237,Técnico En Soporte,SoftwareONE,"Guayaquil, Guayas",,"Job Function: Software & Cloud Services The role:**Tecnico de Soporte****SoftwareOne**Scope: Full-time Location: Ecuador.Objetivo del cargo: Atención, asesoría técnica, asistencia y solución de incidentes de primer nível sobre TIC, incluyendo su configuración y diagnóstico. Cambios y configuraciones de partes, alistamiento y entrega de equipos de cómputo a usuarios. Esta actividad debe quedar registrada en la herramienta de control de inventarios, garantizando la correcta gestión de activos y bodega.*****Responsabilidades Generales**:- Servir como único punto de contacto entre los usuarios y la gestión de servicios de TI, incluyendo soporte a gestion de Incidentes, requerimientos, problemas, cambios, accesos e inventarios.- Categorizar los distintos requerimientos según las definiciones preestablecida.- Ofrecer un servicio de calidad consistente y homogéneo.- Asignación de prioridades a los requerimientos de acuerdo con parámetros preestablecidos.- Escalar o transferir el requerimiento cuando no puede ser resuelto.- Documentar todas las llamadas e incidentes reportados por los usuarios y clientes.- Verificar que todos los requerimientos escalados al tercer nível hayan sido atendidos.- Liderar un grupo de interés desde la parte técnica.- Recibir, atender y gestionar todas las solicitudes de servicio que son recibidas a través del teléfono, correo electrónico o por web.- Escalar al segundo nível en caso de que la solución no se dio en el primer contacto.- Contacto telefónico o vía correo electrónico con el usuario para informarle sobre el avance de la solicitud.- Investigación, solución y respuesta de los requerimientos en los períodos de tiempo que se establezcan.- Analizar incidentes para brindar soluciones- Atención directa al usuario para resolver sus problemas técnicos.- Administración de contraseñas de usuario.- Cierre y documentación de la incidencia y confirmación con el usuario.- Proponer nuevos procedimientos de TI que mejoren el rendimiento y respuesta en la prestación de servicios.- Investigación, solución y respuesta de los requerimientos en los períodos de tiempo que se establezcan.- Conocer la infraestructura y arquitectura de la empresa a alto nível.- Documentar todos los casos escalados.What we need to see from you:**Requisitos Mínimos.**- 1-2 años minimo, prestando servicios de TI básicos de atención de usuario final desde la mesa de ayuda o como soporte en sitio presencial.- Certificación: ITIL Foundation y deseable certificación en sistemas operativos y herramientas de escritorio. (vigentes en el mercado).- Conocimientos Básicos de Office, principalmente Excel y herramientas de correo, Sistemas operativos Windows, IOS conceptos básicos de tecnologías de redes e internet.**Habilidades blandas**: Solución de conflictos, comunicación asertiva, trabajo en equipo, servicio al cliente y tolerancia a la frustacion.**Algunas razonas por las que deberías unirte al equipo**- Una cultura única con valores corporativos vividos para un ambiente de trabajo agradecido y solidario.- Programas de reconocimiento de los empleados.- Una variedad de oportunidades de formación y desarrollo.- Conciliación de la vida laboral y familiar.- Programa de bonificaciones por recomendación de empleados.- Interacción multicultural en equipo.- Retribución a la sociedad: iniciativas de los empleados.- UN ÁRBOL PLANTADO -> un árbol por cada contratación global.- Eventos corporativos/team buildings.- Últimas tecnologías para nuestros clientes y compañeros.- Y mucho más, consulta con tu reclutadora!En SoftwareOne, nos comprometemos a proporcionar un entorno de respeto mutuo en el que la igualdad de oportunidades de empleo esté disponible para todos los solicitantes y compañeros de equipo sin distinción de raza, color de piel, religión, edad, sexo, origen nacional, capacidades especiales, genética, orientación sexual, identidad o expresión de género, o cualquier otra característica protegida por las leyes locales.LL-1Why SoftwareOne?:El éxito en SoftwareOne no se define por lo que uno hace para sí mismo, sino por lo que ofrecemos a nuestros clientes, a la empresa y a los empleados que nos rodean. Los empleados de SoftwareOne están llenos de energía, son ágiles y se centran en ofrecer una Satisfacción del Cliente y unos resultados de primera clase. Nuestros líderes motivan e inspiran a sus equipos y proporcionan un entorno de trabajo que ofrece níveles increíbles de Satisfacción de los Empleados. Somos Humildes. Nuestros líderes operan con un alto nível de Disciplina, pero pueden trabajar a gran Velocidad y gestionar el cambio en la economía global. Somos un proveedor líder mundial de soluciones integrales de software y tecnología en la nube, con sede en Suiza. Nuestros 8.700 empleados apoyan a nuestros aproximadamente 65.000 clientes en su transformación digital."
238,Soporte TI,TELDISCORP,"Guayaquil, Guayas",,"Ubicación: Guayaquil, Ecuador Tipo de Contrato: Tiempo completo Descripción del puesto: Empresa del sector tecnológico busca incorporar a su equipo un Ingeniero de Pre-venta y Soporte TI altamente capacitado, orientado a brindar asistencia técnica y operativa en proyectos relacionados con compras públicas, mantenimiento de equipos informáticos y soporte a usuarios finales. Requisitos indispensables: Título en Tecnologías de la Información, Sistemas, Electrónica, o carreras afines (nivel tecnológico o superior). Experiencia en documental para procesos de Compras Públicas (SERCOP). Certificaciones vigentes o comprobables en marcas líderes como: HP (HPE, HPI) DELL Technologies LENOVO Conocimientos en mantenimiento de hardware, diagnóstico de fallas, instalación de software y cableado estructurado. Licencia de conducir tipo B vigente (indispensable para visitas técnicas). Disponibilidad para movilización dentro del país. Se valorará además: Conocimiento del portal SERCOP y normativa de contratación pública. Experiencia en elaboración de informes técnicos y fichas de soporte. Habilidad para el trabajo en equipo y orientación al cliente. SUELDO: $750 + Bonificaciones por servicios. Show more Show less"
239,Líder De Automatización QA - Trabajo Remoto,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,"BairesDev se enorgullece de ser la empresa de software outsourcing de más rápido crecimiento de América. Nuestros equipos están conformados por personas de todo el mundo, lo que nos permite contar con una fuerte esencia multicultural. Para ofrecer constantemente soluciones de la más alta calidad, contratamos solo al 1% superior de los mejores talentos y los desafiamos a proyectos emocionantes.Líder de Automatización QA en BairesDevSi eres un líder natural con experiência en tutoría, ¡este trabajo es para ti! Como Líder Técnico de Automatización QA en nuestro Equipo de Desarrollo, tu misión será supervisar técnicamente a un equipo de desarrolladores front y back experimentados. Trabajarás en un equipo global de ritmo rápido encargado de llevar la innovación al siguiente nível. La innovación está en el corazón de la estrategia de BairesDev.¿Qué harás?- Trabajar en estrecha colaboración con los desarrolladores para crear casos de prueba, diseñar planes de prueba y automatizar casos de prueba para la verificación de la funcionalidad del producto.- Trabajar en estrecha colaboración con los desarrolladores Product Owners & Scrum Masters para revisar los requisitos del producto y el diseño.- Gestión y seguimiento de errores y mejoras (a través de JIRA y herramientas aplicables).- Investigar y analizar los defectos del producto.- Desarrollar e implementar la estrategia de Automatización de Pruebas.- Generar scripts de pruebas automatizadas a nível de API utilizando diversas tecnologías y herramientas.¿Qué Buscamos?:- 7+ años de experiência en pruebas automatizadas.- Manejo avanzado de metodologías ágiles.- Conocimiento avanzado de patrones de diseño.- Conocimientos avanzados de infraestructura IT.- Experiência en Seguridad.- Experiência desarrollando/integrando con aplicaciones a gran escala.- Totalmente especializado en áreas de desarrollo Backend, Frontend.- Sólida experiência en revisiones de codificación y gestión de pipelines CI/CD.- Conocimiento experto de los beneficios/debilidades de los requisitos de los clientes.- Conocimiento avanzado de las ventajas y desventajas de elegir una determinada tecnología.- Gran experiência participando en reuniones con clientes, usuarios y partes interesadas.- Experiência en dirección de equipos, asignación de tareas, identificación de riesgos, toma de decisiones, estimación de tareas, gestión de conflictos y planificación.¿Cómo haremos la vida y el trabajo más fácil?- Trabajo 100% remoto.- Configuración de hardware para trabajar desde casa.- Horario flexible.- Licencias por paternidad y maternidad, vacaciones y feriados pagados.- Ambiente laboral diversificado y multicultural.- Un entorno innovador con la estructura y los recursos de una multinacional líder.- Excelente remuneración - por encima de la media del mercado y tus expectativas.- Aquí puedes crecer tan rápido como aprendas.Nuestra gente trabaja de forma remota con una cultura sólida y constante que promueve la diversidad y el trabajo en equipo. Para continuar siendo la empresa líder en desarrollo de software de América, queremos asegurarnos de que cada miembro de BairesDev tenga las mejores oportunidades de crecimiento y desarrollo profesional en un entorno diverso, acogedor e innovador. Cada persona del equipo aporta algo esencial a BairesDev, ¡cuéntanos tu historia!¡Postúlate ya!"
240,Senior AI/ML Full Stack Engineer - Remote - Latin America,FullStack Labs,"Anywhere, Guayas",Remoto,"About FullStack FullStack is the most transparent IT talent network, connecting highly skilled individuals with top global companies and Silicon Valley startups for remote, on-demand projects. We focus on building a trusted, high-performance network where talent can thrive in a positive, respectful, and supportive environment. By prioritizing transparency, fair opportunities, and professional growth, we empower our engineers to deliver their best work while collaborating with innovative teams worldwide. We’re Most Proud Of Offering life-changing opportunities for talented software professionals across the Americas. Enhancing highly-skilled software development teams of hundreds of the world’s greatest companies. Our 4.2-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Opportunity Join our talent network and connect with U.S. clients for flexible, project-based development work as a Senior AI/ML Full Stack Engineer. You will integrate directly into our client's team and work alongside their existing designers and engineers on a daily basis. What We're Looking For 5+ years of professional experience as a Full-Stack Engineer, AI/ML Engineer, or in a similar role. Advanced English is required. Successful completion of a four-year college degree is required. Proven track record of shipping 0-to-1 products and scaling them to hundreds of thousands of users. Side projects or open-source contributions are highly valued. Deep hands-on fluency with the modern AI development stack, including Cursor, LLMs, and AI agent frameworks (e.g., OpenCode, Aider, Void). Strong experience integrating, debugging, and monitoring LLMs in real-world applications, including prompt engineering, cost optimization, latency management, and evaluation frameworks. Proficiency in designing and developing APIs (REST, GraphQL), databases (PostgreSQL), and user-facing services. Solid experience in building, deploying, and scaling AI/ML solutions in production environments. Familiarity with evaluation frameworks for AI features (e.g., Langfuse, Helicone, Lunary). Ability to work through new and difficult issues and contribute to libraries as needed. Ability to create and maintain continuous integration and delivery of applications. Forensic attention to detail. A positive mindset and a can-do attitude. Experience working on Agile / Scrum teams. Meaningful experience working on large, complex systems. Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. Ability to consistently work 40 hours per week. What We Offer Competitive pay. 100% remote work. The ability to work with leading startups and Fortune 500 companies. Continuing education opportunities Opportunity to grow and expand your career Our talent network is committed to fostering a diverse, inclusive, and accessible environment where IT professionals can find opportunities that match their skills. We welcome individuals of all races, religions, genders, sexual orientations, national origins, abilities, and experiences. Our focus is on connecting talent with projects based on qualifications, ensuring a fair and transparent process that values diverse perspectives and global collaboration. Learn more about our Applicants Privacy Notice."
241,Ingeniero De Soporte En Redes,Hitss Ecuador,"Guayaquil, Guayas",,"PERFIL: Ingeniería de Sistemas, Ingeniería Computacional, carreras afines. CONOCIMIENTOS EN: Administración y operación de SBCs. TLS. CRMs corporativos, manejo de configuraciones y gestión de servicios Automatización y herramientas analíticas de datos. Gestión de proyectos técnicos (PMI). Sistemas operativos Linux y Windows Server a nivel administración intermedio. Manejo de herramientas de línea de comandos (Shell scripting, AWK, SNMP). Conocimientos de redes IP, direccionamiento y gestión de DHCP. Experiencia en monitoreo, análisis y resolución de incidentes en entornos de telecomunicaciones. Habilidad intermedia en ofimática (Excel, Word, reportes en diferentes formatos). Show more Show less"
242,"Data Engineer - Remote, Latin America",Bluelight,"Anywhere, Guayas",Remoto,"Bluelight Consulting is a leading software consultancy dedicated to designing and developing innovative technology that enhances users' lives. With a steadfast commitment to delivering exceptional service to our clients, Bluelight excels in its focus on quality and customer satisfaction. Our mission is not only to create cutting-edge applications but also to foster a collaborative and enriching work environment where each team member can grow and thrive. With a presence across the United States and Central/South America, Bluelight is in an exciting phase of expansion, continually seeking exceptional talent to join its dynamic and diverse community. We are looking for a skilled individual to join our rapidly growing team at Bluelight Consulting. This position is ideal for someone who thrives in a fast-paced, dynamic environment where everyone's opinions and efforts are valued and appreciated. You will have the opportunity to contribute to challenging and meaningful projects, developing high-quality applications that stand out in the market. We value continuous learning, personal growth, and hard work, offering a collaborative environment that promotes professional development. If you are passionate about software development and eager to be part of a growing software consultancy, we invite you to apply and join us on this exciting journey. What We Are Looking For Experience with AWS services including but not limited to S3, Athena, EC2, EMR, and Glue. Ability to solve any ongoing issues with operating the cluster. Experience with the integration of data from multiple data sources. Experience with various database technologies such as SQLServer, Redshift, Postgres, and RDS. Experience with one or more of the following data integration platforms: Pentaho Kettle, SnapLogic, Talend OpenStudio, Jitterbit, Informatica PowerCenter, or similar. Knowledge of best practices and IT operations in an always-up, always-available service. Experience with or knowledge of Agile Software Development methodologies. Excellent problem-solving and troubleshooting skills. Excellent oral and written communication skills with a keen sense of customer service. Experience with collecting/managing/reporting on large data stores. Awareness of Data governance and data quality principles. Well-versed in Business Analytics including basic metric building and troubleshooting. Understand Integration architecture: application integration and data flow diagrams, source-to-target mappings, data dictionary reports. Familiar with Web Services: XML, REST, SOAP. Experience with Git or similar version control software. Experience with integrations with and/or use of BI tools such as GoodData (preferred), Tableau, PowerBI, or similar. Broad experience with multiple RDBMS: MS SQLServer, Oracle, MySQL, PostgreSQL, Redshift. Familiarity with SaaS/cloud data systems (e.g. Salesforce). Data warehouse design: star-schemas, change data capture, denormalization. SQL/DDL queries/Tuning techniques such as indexing, sorting, and distribution. BS or MS degree in Computer Science or a related technical field. 3+ years of Data Pipeline development such as SnapLogic or Datastage, Informatica, or related experience. 3+ years of SQL experience (No-SQL experience is a plus). Experience designing, building, and maintaining data pipelines. What You'll Be Doing Develop and maintain data models for core package application and reporting databases to describe objects and fields for support documentation and to facilitate custom application development and data integration. Monitoring execution and performance of daily pipelines, triage and escalate any issues. Collaborates with analytics and business teams to improve data models and data pipelines that feed business intelligence tools, increasing data accessibility and fostering data-driven decision-making across the organization. Implements processes and systems to monitor data quality, ensuring production data is always accurate and available for key stakeholders and business processes. Writes unit/integration tests, contributes to engineering wiki, and documents work. Performs data analysis required to troubleshoot data-related issues and assist in the resolution of data issues. Work within AWS/Linux cloud systems environment in support of data integration solution Works closely with a team of frontend and backend engineers, product managers, and analysts. Teamwork: Collaborate with team members. Share knowledge, provide visibility of interpersonal accomplishments and follow directions when provided. Company Benefits Competitive salary and bonuses, including performance-based salary increases. Generous paid-time-off policy Flexible working hours Work remotely Continuing education, training, conferences Company-sponsored coursework, exams, and certifications Being a consultant in our team is a fun, challenging, and rewarding career choice. Your contributions are highly valued by clients, and the work you do often has a direct and significant impact on their business. You will have the opportunity to work on a variety of projects for our incredible clients, which will accelerate your career growth. You’ll collaborate with modern technologies and work alongside some of the best professionals in the industry! If you’re eager to be part of an exciting, challenging, and rapidly growing consultancy, we encourage you to apply."
243,Senior Elixir Engineer With React Skills - Remote - Latin America,FullStack Labs,"Anywhere, Guayas",Remoto,"About FullStack FullStack is the most transparent IT talent network, connecting highly skilled individuals with top global companies and Silicon Valley startups for remote, on-demand projects. We focus on building a trusted, high-performance network where talent can thrive in a positive, respectful, and supportive environment. By prioritizing transparency, fair opportunities, and professional growth, we empower our engineers to deliver their best work while collaborating with innovative teams worldwide. We’re Most Proud Of Offering life-changing opportunities for talented software professionals across the Americas. Enhancing highly-skilled software development teams of hundreds of the world’s greatest companies. Our 4.2-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Opportunity Join our talent network and connect with U.S. clients for flexible, project-based development work as a Senior Elixir Engineer with React Skills. You will integrate directly into our client's team and work alongside their existing designers and engineers on a daily basis. What We're Looking For 5+ years of professional software development experience. 3+ years of experience developing applications using Elixir. 1+ years of experience developing applications using React.js. Advanced English is required. Successful completion of a four-year college degree is required. Meaningful experience working with Angular. Experience working with GraphQL. Experience with automated testing, including Jest, React Testing Library, and optionally Playwright for end-to-end testing. Ability to design systems, or large-scale frontend architecture experience or exposure. Ability to work through new and difficult issues and contribute to libraries as needed. Ability to create and maintain continuous integration and delivery of applications. Forensic attention to detail. A positive mindset and a can-do attitude. Experience working on Agile / Scrum teams. Meaningful experience working on large, complex systems. Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. Ability to consistently work 40 hours per week. What We Offer Competitive pay. 100% remote work. The ability to work with leading startups and Fortune 500 companies. Continuing education opportunities Opportunity to grow and expand your career Our talent network is committed to fostering a diverse, inclusive, and accessible environment where IT professionals can find opportunities that match their skills. We welcome individuals of all races, religions, genders, sexual orientations, national origins, abilities, and experiences. Our focus is on connecting talent with projects based on qualifications, ensuring a fair and transparent process that values diverse perspectives and global collaboration. Learn more about our Applicants Privacy Notice."
244,Delivery Director - Trabajo Remoto,BairesDev,"Anywhere, Guayas",,"BairesDev se enorgullece de ser la empresa de software outsourcing de más rápido crecimiento de América. Nuestros equipos están conformados por personas de todo el mundo, lo que nos permite contar con una fuerte esencia multicultural. Para ofrecer constantemente soluciones de la más alta calidad, contratamos solo al 1% superior de los mejores talentos y los desafiamos a proyectos emocionantes.Sobre la posición:Buscamos un Delivery Director para incorporarse al equipo de Gestión y participar en diferentes proyectos compuestos por equipos multiculturales desplegados por todo el mundo. Buscamos a personas proactivas, dinámicas y que les guste trabajar en equipo; con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con una destacada atención a los detalles. ¡Esta es una excelente oportunidad para los profesionales que buscan desarrollarse en una de las empresas de mayor crecimiento de la industria!Principales actividades:- Formular la predicción de los proyectos a cargo.- Realizar el seguimiento y control de la gestión de proyectos empleando metodologías ágiles.- Colaborar con el PMO en la ejecución de procedimientos para los gerentes de proyectos- Respaldar a los gerentes de proyectos a cargo y escalar los incidentes relevantes al VP.- Garantizar el cumplimiento de las metodologías y procesos establecidos por parte del equipo.- Presentar los incidentes complejos a los gerentes de cuenta, quienes son responsables de la atención con los clientes.- Garantizar una comunicación eficaz, profesional y clara entre los gerentes de proyectos y los clientes.- Garantizar la satisfacción del cliente y del equipo durante todo el proyecto.¿Qué Buscamos?- 6+ años de experiência en gestión de proyectos de tercerización de software (experiência en gestión de personal, gestión del tiempo e inventario, y gestión de presupuestos).- Orientación al cliente.- Experiência en IT.- Experiência con metodologías ágiles.- Grandes habilidades de comunicación.- Experiência previa como Ingeniero de Software.- Licenciado en Ingeniería de Software o Informática.- Nível de Inglés avanzado.¿Cómo haremos la vida y el trabajo más fácil?- Trabajo 100% remoto.- Configuración de hardware para trabajar desde casa.- Horario flexible.- Licencias por paternidad y maternidad, vacaciones y feriados pagados.- Ambiente laboral diversificado y multicultural.- Un entorno innovador con la estructura y los recursos de una multinacional líder.- Excelente remuneración - por encima de la media del mercado y tus expectativas.- Aquí puedes crecer tan rápido como aprendas.Nuestra gente trabaja de forma remota con una cultura sólida y constante que promueve la diversidad y el trabajo en equipo. Para continuar siendo la empresa líder en desarrollo de software de América, queremos asegurarnos de que cada miembro de BairesDev tenga las mejores oportunidades de crecimiento y desarrollo profesional en un entorno diverso, acogedor e innovador. Cada persona del equipo aporta algo esencial a BairesDev, ¡cuéntanos tu historia!¡Postúlate ya!"
245,MECANICO DE TALLER,DP World,"Guayaquil, Guayas",,"Job Description Graduado en Mecánica Automotriz, Mecánica Industrial, Electromecánica, con alta experiencia en mantenimiento en industrias de envergadura o con especialización en servicio al cliente. Conocimientos técnicos en sistema mecánico de grúas RTG, QC y equipos móviles (montacargas, Reach Stacker, Tractor interno), motores a combustión Diesel, cambios de aceite, reparación de cajas reductoras y sistemas hidráulicos, sistemas de suspensión, desmontaje de tambores, reemplazo de zapatas y pastillas de freno. Desmontaje y montaje de neumáticos, trabajos de vulcanizado en general. Manejo de inglés básico. 3 años de experiencia en posiciones similares. Conocimientos de lubricación y manejo de herramientas. Licencia tipo B. Disponibilidad para trabajar en Posorja con turnos rotativos. Responsibilities Ejecutar las órdenes de trabajo programadas y no programadas de todos los equipos móviles de la terminal, respetando las normas de seguridad industrial establecidas tales como (Arnés, trabajo en altura, señalización, colocación de barreras de seguridad antes de cada intervención en los equipos, derramamiento de aceites, otros). Brindar apoyo a facilidades (RTG, QC, Generadores eléctricos) en mantenimientos preventivos y correctivos. Atender las emergencias de los equipos móviles (R.S, E.H,) y grúas de patio, muelle, generadores. About Us DP World es el proveedor líder mundial de logística inteligente, lo que permite el flujo comercial en todo el mundo. Nuestra amplia gama de productos y servicios cubre todos los eslabones de la cadena de suministro integrada, desde terminales marítimas y terrestres hasta servicios marinos y parques industriales, así como soluciones para clientes impulsadas por la tecnología. Operamos en una red global interconectada de 295 unidades de negocios 78 países de seis continentes y cuenta con 97,500 colaboradores. En Ecuador DP World ha creado infraestructuras y servicios de clase mundial brindando al comercio exterior un ecosistema logístico integrado conformado por distintas unidades de negocio que abarcan: El Puerto Guayaquileño de DP World en Posorja, Centro Logístico en Durán, Depósito de Contenedores, servicios logísticos y proyectos en desarrollo como Parque Logístico & Industrial ZEDE Posorja. Pensamos en el futuro, anticipamos el cambio e implementamos tecnología líder en la industria para crear las soluciones comerciales más inteligentes, eficientes e innovadoras, al tiempo que garantizamos un impacto positivo y sostenible en las economías, las sociedades y nuestro planeta. About The Team Somos el proveedor líder de soluciones logísticas inteligentes, lo que permite el flujo comercial en todo el mundo. Nuestra amplia gama de productos y servicios cubre todos los eslabones de la cadena de suministro integrada, desde terminales marítimas y terrestres hasta servicios marítimos y parques industriales, así como soluciones para clientes impulsadas por la tecnología. Brindamos estos servicios a través de una red global interconectada de 127 unidades de negocios en 51 países en seis continentes, con una presencia significativa tanto en mercados maduros como de alto crecimiento. Dondequiera que operemos, integramos la sostenibilidad y la ciudadanía corporativa responsable en nuestras actividades, esforzándonos por una contribución positiva a las economías y comunidades en las que vivimos y trabajamos. Nuestro equipo dedicado, diverso y profesional de más de 56,000 empleados de 54 países está comprometido a brindar un valor inigualable a nuestros clientes y socios. Hacemos esto enfocándonos en relaciones mutuamente beneficiosas - con gobiernos, transportistas, comerciantes y otras partes interesadas a lo largo de la cadena de suministro global - relaciones construidas sobre una base de confianza mutua y asociación duradera. Pensamos en el futuro, anticipamos el cambio e implementamos tecnología líder en la industria para crear las soluciones comerciales más inteligentes, eficientes e innovadoras, al tiempo que garantizamos un impacto positivo y sostenible en las economías, las sociedades y nuestro planeta."
246,Coordinador De Capacitación,RP3 Retail Software,Guayas,,Conocimiento en el área de capacitación y Desarrollo Manejo de indicadores de gestión en el área Manejo de Presupuesto del área Manejo y conocimiento de Plan de Carrera y Sucesión Manejo de herramientas de capacitación Experiencia: Impartiendo capacitaciones o charlas ante grupos focales Se ofrece: salario competitivo y beneficios adicionales
247,Talent Acquisition Lead (Hunting) - Trabajo Remoto REF#284392,BairesDev,"Anywhere, Guayas",,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Talent Acquisition Lead (Hunting) en BairesDev Buscamos un Talent Acquisition Lead (Hunting) para ayudar a desarrollar y ejecutar estrategias de búsqueda y atracción de profesionales de primer nivel. En este rol, liderarás un equipo de headhunters enfocado en identificar y contactar a candidatos destacados a través de LinkedIn y otras plataformas. Además, trabajarás en conjunto con los equipos de contratación para entender a fondo los requisitos de cada posición, definir estrategias de sourcing y liderar iniciativas que mantengan un pipeline de talentos sólido y nuestros proyectos correctamente cubiertos. Es una posición estratégica y práctica, clave para seguir impulsando el crecimiento de la compañía. Responsabilidades Liderar y acompañar a un equipo de Talent Acquisition Analysts, estableciendo prioridades y guiando su trabajo diario. Colaborar con los hiring managers para comprender en detalle las necesidades de los proyectos, habilidades requeridas y perfiles buscados. Definir e implementar estrategias de hunting para identificar proactivamente a los mejores candidatos a través de LinkedIn, redes sociales y otras plataformas de búsqueda. Clasificar candidatos según los resultados de pruebas y entrevistas, garantizando el alineamiento con los equipos de contratación. Requisitos 5+ años de experiencia en IT Recruiting, con foco en sourcing y talent hunting. 1+ año de experiencia liderando o gestionando equipos de reclutamiento o búsqueda de talento. Experiencia trabajando en entornos dinámicos y veloces. Conocimiento profundo de búsqueda de talento en la industria IT. Nivel de inglés avanzado. Qué ofrecemos para que tu trabajo (y tu vida) sea más fácil: Trabajo 100% remoto: trabaja desde tu casa o donde quieras. Compensación en USD o en tu moneda local, como prefieras, muy por encima de la media del mercado. Hardware y software. Horarios flexibles Licencias por mater/paternidad, vacaciones y días festivos nacionales pagos. Ambiente laboral multicultural e innovador, perfecto para hacer amigos, colaborar y aprender de las personas más talentosas del mundo. Oportunidades de crecimiento y desarrollo profesional a través de mentorías y entrenamientos. ¡Únete a nuestro equipo global!"
248,Buscamos PASANTE DE DISEÑO GRÁFICO,MatchPriint,"Guayaquil, Guayas",,"En MatchPriint queremos sumar a nuestro equipo un pasante creativo, con ganas de aprender y aportar con ideas frescas. Requisitos • Estudiante de Diseño Gráfico (últimos semestres) • Manejo básico de Illustrator y Photoshop • Buena actitud, responsabilidad y disposición para trabajar en equipo • Ganas de aprender sobre el mundo de la impresión y la publicidad visual Ofrecemos • Ambiente de trabajo dinámico y creativo • Oportunidad de aprender sobre diseño aplicado a impresión, brandeo y señalética • Posibilidad de crecimiento en la empresa Ubicación: Sur de guayaquil Interesados enviar portafolio y CV a: (enviar PORTAFOLIO) Show more Show less"
249,Saas Administrator - Remote - Latin America,FullStack Labs,"Anywhere, Santo Domingo de los Tsáchilas",Remoto,"FullStack is the fastest-growing software consultancy in the Americas. We help organizations like Uber, GoDaddy, MGM, Siemens, and Stanford University build distributed software development teams, and deliver transformational digital solutions. As an employee-first company, we focus on hiring the most talented software designers and developers in the western hemisphere, by creating a positive, respectful, and supportive work environment where they can achieve their greatest potential.We’re most proud of:- Offering life-changing career opportunities to talented software professionals across the Americas.- Building highly-skilled software development teams for hundreds of the world’s greatest companies.- Having delivered hundreds of successful custom software solutions, which have positively impacted the lives and careers of millions of users.- Our 4.5-star rating on GlassDoor.- Our client Net Promoter Score of 68, twice the industry average.**The Position**:We're looking to hire a SaaS Administrator to join our team. You'll work with our incredible clients in one of two ways:- _Team Augmentation: _You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis.- _ Design & Build: _You will work on a FullStack product team to build and deliver a product to our clients.**What We're Looking For**:- 3+ years of professional experience.- Proven experience as a SaaS Administrator or similar role.- Proficient in administering software, managing personnel, permissions, and overseeing operational access.- Address backlog of tasks, ensuring timely completion and efficiency.- Problem-solving expertise: Identify issues, draft solutions, engage with relevant teams, and implement resolutions.- Extensive experience in onboarding and offboarding various software/SKUs.- Advanced English is required.- Experience working on Agile / Scrum teams.- Successful completion of a four-year college degree is required.- Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon.- Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them.- Ability to consistently work 40 hours per week.**What We Offer**:- Competitive pay in your local currency.- 100% remote work.- The ability to work with leading startups and Fortune 500 companies.- English Classes.- Virtual company events each month.- Ample opportunity for career advancement.- Continuing education opportunities.- Depending on your location other benefits may apply.FullStack is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form, which can be provided upon request during our hiring and interview process.Learn more about our Applicants Privacy Notice."
