index,titulo,empresa,ubicacion,modalidad,descripcion
89,QA Automation Senior,Sofka Technologies,"Quito, Pichincha",,"¿Estás buscando nuevos desafíos y un lugar donde puedas disfrutar de un ambiente cercano mientras aprendes constantemente? Bienvenido a un equipo con un propósito claro: ""TRANSFORMAR la vida de las personas siendo el aliado TECNOLÓGICO más confiable"" Prepárate y únete a esta aventura ¿Qué encontrarás? Retos técnicos y personales que te mantendrán en constante crecimiento. Un equipo conectado, enfocado en tu bienestar físico y mental. Cultura de mejora continua, fresca y colaborativa, con oportunidades de aprendizaje y gente dispuesta a apoyarte. KaizenHub, un programa diseñado para potenciar tus talentos, con feedback, mentorías y coaching a través de Sofka U. Será un reto y un juego a la vez Programas como Happy Kaizen y WeSofka que cuidan tu bienestar físico y emocional. ¿Qué buscamos? Buscamos un QA Automation Senior con al menos 5 años de experiencia, apasionado por la excelencia y listo para tomar las riendas de nuestra estrategia de calidad. Tu misión será dirigir y ejecutar pruebas manuales y automáticas, implementando las mejores prácticas internacionales en pruebas funcionales, no funcionales y de performance para garantizar la robustez de nuestros desarrollos de software. Este rol es una oportunidad única para liderar las métricas de calidad que guíen nuestro éxito y mejorar continuamente nuestros procesos de automatización. Si buscas un desafío donde tu visión y experiencia técnica generen un impacto directo en el producto, este es tu lugar. ¿Qué harás? Dirigir y ejecutar pruebas manuales y automáticas para desarrollos de software complejos. Diseñar e implementar métricas de calidad de software, como cobertura de pruebas y cantidad de errores. Gestionar, dirigir y liderar equipos de trabajo, fomentando su desarrollo y la excelencia técnica. Mejorar continuamente los procesos y flujos de automatización de pruebas para aplicaciones web, móviles y backend. Diseñar estrategias y planes de prueba basados en análisis de riesgos y criterios de aceptación en formato BDD. Implementar y gestionar la estrategia de pruebas de performance, analizando los resultados para proponer mejoras. Gestionar el ciclo de vida de los defectos y asegurar la documentación adecuada para la finalización de pruebas. Contribuir activamente en la implementación de prácticas de integración y despliegue continuo (CI/CD). ¿Qué buscamos? Metodologías y Procesos: Procesos de pruebas (ISTQB FL/AT), BDD (Gherkin, Cucumber), análisis de riesgos de calidad, prácticas ágiles. Automatización y Performance: Serenity BDD, ScreenPlay, Karate, K6, JMeter, Appium, Robot Framework, Rational Performance Tester. Herramientas de Gestión: Jira (X-ray), Confluence. CI/CD y Versionamiento: Azure DevOps, GIT, manejo de pipelines. Bases de Datos: SQL, Oracle, DB2, PostgreSQL. Analítica de Datos: Implementación y valoración de modelos de analítica de datos aplicados a la calidad. Requisitos Experiencia: Mínimo 5 años de experiencia en roles de QA, dirigiendo y ejecutando pruebas manuales y automatizadas (funcionales y no funcionales), diseñando estrategias de prueba y liderando equipos de trabajo en entornos ágiles. Es plus si cuentas con: Certificación ISTQB. PRESENTATE y sé parte de esta historia Condiciones Contrato a término indefinido Queremos relaciones a largo plazo y que seas parte de nuestra familia por mucho tiempo ¿Buscas crecimiento profesional? En Sofka, te ofrecemos un ecosistema de aprendizaje con múltiples herramientas para cerrar brechas y potenciar tus habilidades. Tú decides cómo quieres crecer Modalidad: una semana al mes presencial en Quito. Show more Show less"
90,QA Automatizador Senior - Remoto Global (Cédula Ecuatoriana),Sofka Technologies,"Anywhere, Pichincha",,"✨ ¿Estás buscando nuevos desafíos y un lugar donde puedas disfrutar de un ambiente cercano mientras constantemente? ¡Bienvenido a un equipo con un propósito claro: la vida de las personas siendo el aliado más confiable""! 🚀💡 ¡Prepárate y únete a esta aventura! 🎯 ¿Qué encontrarás? 🔧 Retos técnicos y personales que te mantendrán en constante crecimiento. 🤝 Un equipo conectado, enfocado en tu bienestar físico y mental. 🌱 Cultura de mejora continua, fresca y colaborativa, con oportunidades de aprendizaje y gente dispuesta a apoyarte. 🎓 KaizenHub, un programa diseñado para potenciar tus talentos, con feedback, mentorías y coaching a través de Sofka U. ¡Será un reto y un juego a la vez! 🧠🎮 🎉 Programas como Happy Kaizen y WeSofka que cuidan tu bienestar físico y emocional. ¿Qué buscamos? 💡 Un QA Automatizador Senior con cédula ecuatoriana y de 4 a 5 años de experiencia, capaz de liderar procesos de pruebas manuales y automáticas para asegurar la calidad de software en todo su ciclo de vida. Este rol será clave para implementar prácticas de prueba internacionales, automatizar flujos en frontend, backend y móviles, y garantizar métricas de calidad que impulsen la excelencia en cada entrega. Responsabilidades principales: Diseñar estrategias y planes de prueba basados en historias de usuario (BDD). Ejecutar pruebas funcionales y no funcionales. Implementar y mantener flujos de automatización en frontend (web, móviles) y backend (servicios). Colaborar en la definición de criterios de aceptación y levantamiento de riesgos de calidad. Gestionar defectos y documentar resultados de pruebas. Diseñar y aplicar métricas de calidad (bugs, cobertura de pruebas, calidad de código). Utilizar herramientas de performance y pruebas de carga. Participar en eventos ágiles y promover mejores prácticas de pruebas. Trabajar con código fuente en repositorios de versionamiento. Colaborar en la integración de analítica de datos y modelos de IA en el proceso de prueba. Requisitos: Formación: Ingeniero en sistemas o carreras afines. Documento obligatorio: Cédula ecuatoriana. Experiencia: 4 a 5 años como QA Automatizador Senior. Conocimientos en procesos de prueba (ISTQB FL / AT). Experiencia en pruebas funcionales, no funcionales y de performance. Conocimiento medio en CI/CD, pipelines y herramientas de integración continua. Experiencia en pruebas ETL y analítica de datos. Conocimientos técnicos: Automatización: Cypress, Appium, Serenity BDD, ScreenPlay, Gherkin-Cucumber, Karate. Lenguajes y frameworks: JavaScript, Python, Gradle. Performance y calidad: JMeter, SonarQube. API Testing: API Serenity. Gestión: Jira. Versionamiento y despliegue: Azure CI/CD, Git. Bases de datos: PostgreSQL, MongoDB, Redis, Cosmos, Oracle. IA y productividad: GitHub Copilot. Condiciones 📝Contrato a término indefinido ¡Queremos relaciones a largo plazo y que seas parte de nuestra familia por mucho tiempo! 🚀 ¿Buscas crecimiento profesional? En Sofka, te ofrecemos un ecosistema de aprendizaje con múltiples herramientas para cerrar brechas y potenciar tus habilidades. ¡Tú decides cómo quieres crecer! 🌟📚"
91,QA Automatizador Semi Senior - Con Cédula Ecuatoriana,Sofka Technologies,"Quito, Pichincha",,"Si eres ecuatoriano o tienes cédula ecuatoriana, no importa donde te encuentres, esta oportunidad es para ti!!! ✨ ¿Te apasiona asegurar la calidad del software y te gustaría formar parte de un equipo con propósito y foco en la excelencia? ¡Bienvenido a un equipo que TRANSFORMA la vida de las personas siendo el aliado TECNOLÓGICO más confiable! 🚀💡 ¡ÚNETE a esta aventura tecnológica y evoluciona con nosotros! 🎯 ¿Qué encontrarás? 🔧 Retos técnicos desafiantes que te impulsarán a crecer cada día. 🤝 Un equipo cercano, colaborativo y enfocado en tu bienestar integral. 🌱 Cultura de mejora continua, aprendizaje constante y acompañamiento profesional. 🎓 Acceso a programas como KaizenHub, mentorías, coaching y espacios de feedback a través de Sofka U. 🎉 Iniciativas como Happy Kaizen y WeSofka, para cuidar tu bienestar físico, emocional y profesional. ¿Qué buscamos? 💡 Un QA Automatizador Semi Senior con experiencia en pruebas manuales y automáticas, capaz de garantizar la calidad del software a lo largo de todo el ciclo de desarrollo. Este rol implica colaborar en la implementación de buenas prácticas internacionales, apoyar en la automatización de pruebas en frontend, backend y móviles, y contribuir a la definición de métricas que aseguren entregas de alto nivel. Responsabilidades principales: Ejecutar pruebas funcionales y no funcionales. Implementar flujos de automatización en frontend (web, móviles) y backend (servicios). Participar en la definición de criterios de aceptación y levantamiento de riesgos de calidad. Diseñar estrategias y planes de prueba en formato BDD. Diseñar casos de prueba funcionales y no funcionales. Gestionar defectos y documentar resultados. Utilizar herramientas de performance y pruebas de carga. Participar en ceremonias y prácticas ágiles del equipo. Colaborar en la medición de métricas de calidad (bugs, cobertura, calidad de código). Trabajar con repositorios de versionamiento de código. Requisitos: Experiencia: 3 años en roles de QA Automatización. Conocimientos en procesos de prueba (ISTQB FL / AT). Experiencia en herramientas de pruebas funcionales, no funcionales y de rendimiento. Conocimiento medio en CI/CD, pipelines y herramientas de integración continua. Conocimiento en pruebas de performance, analítica de datos y ETL Data Testing. Familiaridad con herramientas IA como GitHub Copilot. Conocimientos técnicos prioritarios: Automatización: Cypress, Appium, Serenity BDD, ScreenPlay, Gherkin-Cucumber, Karate. Lenguajes y frameworks: JavaScript, Python, Gradle. Performance y calidad: JMeter, SonarQube. API Testing: API Serenity. Gestión: Jira. Versionamiento y despliegue: Azure CI/CD, Git. Bases de datos: PostgreSQL, MongoDB, Redis, Cosmos, Oracle. Condiciones 📝 Contrato a término indefinido — ¡Queremos relaciones a largo plazo! 📍Ubicación: No importa donde te encuentres, solo debes tener cédula ecuatoriana. 🚀 Ecosistema de aprendizaje para tu desarrollo profesional 🎯 Cultura de retos y logros compartidos ¿Estás listo/a para ser parte de algo grande?"
92,"QA Semisenior Híbrido En Uruguay, Colombia Y Ecuador",Sofka Technologies,"Quito, Pichincha",Híbrido,"✨ ¿Estás buscando nuevos desafíos y un lugar donde puedas disfrutar de un ambiente cercano mientras constantemente? ¡Bienvenido a un equipo con un propósito claro: la vida de las personas siendo el aliado más confiable""! 🚀💡 ¡Prepárate y únete a esta aventura! 🎯 ¿Qué encontrarás? 🔧 Retos técnicos y personales que te mantendrán en constante crecimiento. 🤝 Un equipo conectado, enfocado en tu bienestar físico y mental. 🌱 Cultura de mejora continua, fresca y colaborativa, con oportunidades de aprendizaje y gente dispuesta a apoyarte. 🎓 KaizenHub, un programa diseñado para potenciar tus talentos, con feedback, mentorías y coaching a través de Sofka U. ¡Será un reto y un juego a la vez! 🧠🎮 🎉 Programas como Happy Kaizen y WeSofka que cuidan tu bienestar físico y emocional. ¿Qué buscamos? Buscamos un QA Automatizador Semisenior con al menos 3 años de experiencia, que disfrute asegurar la calidad, prevenir fallos y llevar la automatización a otro nivel 🚀 ¿Qué harás? Ejecutarás pruebas manuales y automáticas (funcionales y no funcionales) para evaluar el comportamiento del software. Colaborarás en la implementación de prácticas de pruebas con estándares internacionales a lo largo del ciclo de desarrollo. Apoyarás la automatización de pruebas para frontend y backend. Contribuirás con la documentación de resultados, el análisis de métricas de calidad, seguimiento de errores y cobertura de pruebas. Participarás en el uso de herramientas de performance, gestión de defectos y CI/CD. Estarás en constante aprendizaje y desarrollo en QA, acompañada por profesionales más experimentados. ¿Qué buscamos? Experiencia en Data Testing, pruebas ETL y SQL. Serenity BDD, Cypress, Karate, Robot Framework. Conocimiento en herramientas de gestión de pruebas de software. Conocimientos en procesos de pruebas (ISTQB FL / AT) y tipos de pruebas. Manejo de herramientas de performance, pruebas funcionales y frameworks de automatización. Conocimientos medios en CI/CD y manejo de pipelines. Bases en analítica de datos y pruebas de performance. Familiaridad con metodologías ágiles y tradicionales. Conocimientos en Java o Python, patrón de diseño Screenplay y principios SOLID. ✨ Es plus si cuentas con: Experiencia con STRATIO y proyectos del sector bancario. Certificación ISTQB. Condiciones 📝Contrato a término indefinido ¡Queremos relaciones a largo plazo y que seas parte de nuestra familia por mucho tiempo! 🚀 ¿Buscas crecimiento profesional? En Sofka, te ofrecemos un ecosistema de aprendizaje con múltiples herramientas para cerrar brechas y potenciar tus habilidades. ¡Tú decides cómo quieres crecer! 🌟📚 🌍Modalidad: Híbrido desde Uruguay o Colombia o presencial en Quito."
93,Senior QA Automation Engineer ‍ To Work With A..,Prometeo Talent,"Quito, Pichincha",Remoto,"**About us**:At **_Galliot_**, we provide meaningful work, continuous growth opportunities, and a respectful and flexible work environment. We are an **_established global software company _**with years of experience **_delivering world-class software products and solutions_**. Our team comes from a diverse geographic and academic background including product design, software, infrastructure, and machine learning engineering.We are **_headquartered in San Francisco_**, with regional operations in Europe and South America.We are looking for a **Senior QA Automation Engineer.**In this role**, **you will be the Tech Lead for the team and create automated test suites to ensure the software which tracks the wetlab workflows, the DNA analytics, and the pathogen reports are effective and accurate.**Responsibilities**:- Create automated test cases and test suites for our Next Generation DNASequencing (NGS) lab order to report workflow and data analytics systems.- Build a new mobile testing strategy and framework- Test Web apps used by internal and external users including interaction with 3rdparty Lab Information Management System (LIMS)endpoints- Coordinate with software engineers to create test steps and test utilities, alongwith managing complex test data sets.- Create tools to automate the management, documentation, and communicationof tests.- Impact overall product development by driving robust and reliable softwarequality best practices with the development and testing teams.expert within engineering. Understand how the system is used by customers andits functional behavior.- Perform some manual testing, primarily for exploration and troubleshooting newworkflows and for release Verification and Validation testing**We are looking for someone with**:- BS or MS degree in Computer Science, Software Engineering, ElectricalEngineering or related technical fields involving algorithms or coding (e.g.,physics or mathematics).- 10+ years of engineering experience, at least 8 years of which in SQE and 5+ years of hands-on web/mobile functional, integration, system, and API test automation.- Strong ability to program with languages such as Python, JavaScript, Java (orany other JVM based language). Javascript is strongly preferred.- Strong experience with open source tools such as Cypress, BDD/Cucumber,WebDriver/Appium, RESTAssured.- Experience designing and implementing large-scale test suites from scratch along with maintaining and troubleshooting existing test suites.**It is a PLUS if you have**:- Experience developing software in the medical or healthcare industry is highlydesired, including knowledge of regulatory and compliance requirements such as CAP/CLIA, FDA, 21 CFR, HIPAA, and GDPR**We offer**:- Career growth opportunities- Work in an international market- 100% remote job- USD competitive compensation"
94,"Technical QA Engineer, Asset","NinjaOne, LLC","Quito, Pichincha",Remoto,"**About the Role**We're actively seeking a Technical QA Engineer who possesses both a discerning eye for detail and an unwavering dedication to ensuring top-tier quality of IT products. As an integral part of our team, you will engage with our software, working closely with our Custom Fields team engineers to ensure product quality and stability. Your main role, although not limited to, is to rigorously test and validate the functionality of each feature.**Location**:- Ecuador, Colombia, Brazil, Mexico.**What You’ll be Doing**- IT Expertise: Dive deep into our suite of products and emerge as an in-house expert on IT software solutions. Shape the future of MSPs and IT teams by understanding user requirements, scrutinizing product usability, and providing invaluable feedback.- Testing Troubleshooting: Undertake comprehensive software testing, spotting inconsistencies and conducting troubleshooting to guarantee impeccable feature releases. Develop and maintain rigorous software test plans, and ensure our offerings are compliant across all platforms.- Continuous Improvement: Proactively suggest enhancements to current testing methodologies, tools, and processes to continually refine our QA practices.- Collaboration: Actively collaborate with product managers, developers, and other stakeholders throughout the software development life cycle, ensuring that quality standards are met at each stage.- Other duties as needed.**About You**- 3+ years of UI/UX Design testing experience.- 3+ years of Cross-browser testing experience.- 3+ years of Content, Functional and Accessibility testing experience.- 3+ years of experience Using Development Tools and other browser resources for testing.- Experience in roles like Technical IT Support, Product Support, or Systems Engineering is essential.- Operating Systems Knowledge: Familiarity with Windows and either MacOS or Linux operating systems is required.- Experience with setting up and configuring VMs, with a focus on ESXi and Hyper-V will be advantageous.- Communication: Outstanding communication skills are a must. Engage and collaborate with diverse teams, ensuring feedback is articulated clearly and transformed into actionable insights.- Attention to Detail: With an eye for detail, ensure that no bug or inconsistency, however minor, goes unnoticed.- Problem-solving Skills: An innate ability to think on your feet, coupled with analytical prowess, will help you excel in identifying, documenting, and resolving or escalating issues as they arise.- A bachelor's degree in technology is a distinct advantage, though not mandatory.- Experience with Automation Testing is nice to have.**About Us**NinjaOne is a leading unified IT management solution that simplifies the way IT teams work. With NinjaOne, MSPs and IT departments can automate, manage, and remediate all their endpoint management tasks within one fast, modern, intuitive platform, improving technician efficiency and user satisfaction. NinjaOne supports over 10,000 customers around the world and is consistently ranked #1 for its world-class customer support. NinjaOne has been recognized as the best rated software in its category on G2 and Gartner Digital Markets for the past three years.**What You’ll Love**We are a collaborative, kind, and curious community.We honor your flexibility needs with full-time work that is fully remote.We reward your work with opportunity for growth and advancement.BI-REMOTEBI-HYBRIDLI-JR1"
95,Tracking And QA Analyst,Launch Potato,"Quito, Pichincha",Remoto,"WHO ARE WE? Launch Potato is a profitable digital media company that reaches over 30M+ monthly visitors through brands such as FinanceBuzz, All About Cookies, and OnlyInYourState. As The Discovery and Conversion Company, our mission is to connect consumers with the world's leading brands through data-driven content and technology. Headquartered in South Florida with a remote-first team spanning over 15 countries, we've built a high-growth, high-performance culture where speed, ownership, and measurable impact drive success. WHY JOIN US? At Launch Potato, you'll accelerate your career by owning outcomes, moving fast, and driving impact with a global team of high-performers. CONTRACT NON-NEGOTIABLES You're available to work 40 hours per week, Monday - Friday. You're comfortable working somewhere between 7:00 am to 6:00 pm Eastern Standard Time You have outstanding communication, presentation, and interpersonal skills and are fluent in English, both written and spoken You're highly detail-oriented and reliable You have excellent administrative skills with the ability to multitask and adapt in a fast-paced remote environment is required BASE SALARY: $1,500 - $2,500 (USD) per month YOUR ROLE You are a detail-oriented, results-driven professional with a passion for maintaining the highest standards of quality and efficiency in operational processes and procedures. Everything goes through QA, so you will be directly responsible for ensuring the success of our campaign launches which connects millions of consumers to our clients monthly You will also be responsible for overseeing and optimizing our operations to ensure they meet and exceed industry standards and organizational objectives. Your unwavering attention to detail and thorough analysis skills will be invaluable in detecting and identifying potential problems within our daily operations. Additionally, you have a proven track record in quality management, process improvement, and possess industry-specific knowledge. Your ability to collaborate and work cross-functionally, leveraging your industry-specific expertise, will enable you to implement effective solutions, making a significant impact on our company's operational excellence. SUCCESS LOOKS LIKE Supporting quality assurance for our and domains Maintaining the currently implemented process for building, setting up, and testing tracking URLs across all campaigns and platforms to ensure the highest quality Reconciling reporting between our internal tracking platforms and external client platforms to ensure proper tracking Conducting investigations when there is an offer discrepancy or malfunction and finding suitable resolutions Reviewing platform documentation and internal product setup to find areas of improvement and working with the Operations team to determine next steps to close the gap Working closely with the Operations team to ensure QA standards are consistently met. Communicating with internal stakeholders on process improvements Analyzing ad hoc performance reports to improve company efficiency of revenue delivery, product improvement, or general site issues Monitoring revenue, conversions, impressions, and clicks to ensure proper reporting when a new offer is created, links are changed, or in other necessary circumstances Monitoring offer goals to ensure all goals are firing properly after creation Ensuring QA is successfully implemented with any new process that is rolled out Quickly becoming a subject matter expert for all QA related processes WHAT YOU NEED TO SUCCEED 2-3 years in operations or quality assurance and expertise in digital media advertising Exceptional attention to detail Ability to thrive in a fast-paced environment Understanding of Postback URL tracking and other performance marketing methods of tracking Experience with Tune & Yieldspark or similar tracking tools Experience with Asana or other project management tools Experience with Looker or similar BI tools like Tableau or PowerBI Proven abilities to analyze performance reports to improve company efficiency of revenue delivery, product improvement, or general site issues Proven problem solving abilities and #BetterEveryDay mindset You are proactive and will search for opportunities, not just being given tasks/tickets Excellent organizational and communication skills Fluent in english, both written and verbal Ability to work East Coast hours consistently Want to accelerate your career? Apply now Since day one, we've been committed to having a diverse, inclusive team and culture. We are proud to be an Equal Employment Opportunity company. We value diversity, equity, and inclusion. We do not discriminate based on race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics."
96,Mobile QA Engineer,Shockoe,"Quito, Pichincha",,"**Detalles de la oferta**:Make Your Impact On The World In 2020 we set out to positively impact over 1 Billion people! Seems pretty impossible right? We don't think so. It's what drives us forward and pushes us to create the next innovation. We build custom solutions using mobile and immersive digital experiences that lead people into a future beyond the screen! Our clients include some of the best brands in retail, entertainment, sporting, and so much more. We build what YOU use! Come work with an industry leading team that Simplify, Own It, Cultivates Knowledge, Has Your Back, and Embraces The Adventure. Make your impact on the world as we continue to make ours! Life working at Shockoe: Benefits! Shockoe offers a comprehensive and competitive benefits package. We pay 100% of the employee’s medical premium. We offer 5 Weeks of PTO, 1 Week Winter Break, 8+ paid Holidays, Wellness Program, as well as paid Maternity and Paternity Leave. This is just the beginning! Team lunch-and-learns. We pick up the tab, you just enjoy your food while learning something new from the team and our clients Throughout the day, you will collaborate with your teammates and interact with our clients. Team building activities each quarter and yearly internal Hackathons. What you need to be successful: Responsibilities: Be Shockoe’s advocate for user experience and ensure that a high level of quality is built into all delivered solutions (Mobile, API, and Immersive Media). You will focus on, but not limit yourself to: Collaboratively work as part of an Agile product team to create and test our mobile solutions, web app, and API Use your creativity and product knowledge to write detailed test plans Manage and create test cases and execution paths based on product requirements Identify the appropriate data for testing and work on data conditioning needs Evaluate product functionality using manual and automated testing methods Document and prioritize defects and bugs and work with the team to resolve issues Define, develop, and revise quality standards and comprehensive testing procedures for software evaluation Proactively identify and communicate project and testing risks Identify and execute initiatives that improve the QA process and efficiency Required Skills: 3+ years of experience testing Android and/or iOS apps Understanding of the mobile development life cycle Excellent knowledge of best practices and tools for mobile app testing and releases Experience working with bug tracking software such as Jira Experience in product testing Experience with automation tools such as Appium or other mobile testing tool sets Knowledge of API testing, Git, and SQL Experience creating scripts for UI automated testing with tools like XCode, Espresso, etc. EOE This is a non-management position This is a full time position**Fuente**:Whatjobs_Ppc**Área***:- Otros / Otros***Requisitos**:**Conocimientos***:- SQL"
97,QA Functional Analyst,SOFTWARE ESTRATEGICO S.A.S,"Quito, Pichincha",,"Software Estratégico is looking for your talent to join our family! If you have this skills, don't hesitate to apply!Job description- B2 english level is mandatory and spanish- At least 3 years of experience: Java, Javascript, REST-Assured, Protractor, Appium, Jenkins, GIT, JIRA, TestRail, SQL- Planning and Decision Making.- Ability to make decisions while taking into account multiple considerations (e.g, business, product, development, individual needs, etc.)- Ability to communicate ideas and plans clearly and build support for them.- Ability to push back, when needed, with care and reasoning.- Ability to deal with the unknown and adapt the plan.- Accountability.- Ability to hold oneself accountable for outcomes that are broader than one’s individual deliverables.- Ability to hold others (e.g., QA, Product, Development, Infrastructure, etc.) accountable for what is expected of them as per agreed plan, process, or best practices.Tipo de puesto: Tiempo completo"
98,QA Engineer,Perform,"Quito, Pichincha",,"We are seeking a Quality Assurance Engineer to join a fast-paced team focused on mobile game quality. This role combines programming in C# (preferred) or Java with hands-on experience in Unity and mobile platforms. You'll design and run automated tests across a device farm to ensure our games perform seamlessly on iOS and Android. This is a highly collaborative role where curiosity, detective work, and strong debugging skills are key to success. What You'll Do Develop and maintain automated tests for Unity-based mobile applications using C# or Java. Execute tests across a device farm (iOS and Android phones/tablets), manage devices, and analyze results. Run automated testing through Unity Test Runner and monitor results across both Android and iOS devices. Apply visual testing approaches and blueprint-driven test flows to validate gameplay and UI. Debug, troubleshoot, and partner with other teams to resolve failures and uncover root causes. Integrate automated tests into CI/CD pipelines such as Jenkins or Azure DevOps. What We're Looking For Strong programming skills in C# (preferred) or Java, with experience in Unity. Hands-on mobile testing experience, ideally across both iOS and Android. Familiarity with device farms (AWS Device Farm, Kobiton, or similar). Ability to apply detective-style problem solving to investigate issues and drive them to resolution. Excellent communication and collaboration skills in a fast-paced team environment. It Is An Asset If You Have Experience with Kobiton or transitioning test infrastructure between farms. Knowledge of Android (adb) and iOS/Xcode tooling. Exposure to visual programming like Unreal Engine Blueprints Experience with CI/CD tools like Jenkins or Azure DevOps. Why Join Us You'll play a key role in ensuring world-class mobile game quality at Microsoft, working on real devices across diverse platforms. If you love programming, mobile technology, and detective-style debugging, this role offers the chance to make a direct impact on the player experience."
99,QA Automation Engineer Sector Financiero,Devsu,"Quito, Pichincha",Remoto,"Con más de 10 años de experiência creando innovación para empresas, desde startups hasta las mayores compañías de Estados Unidos y Latinoamérica en diferentes industrias como entretenimiento, banca, salud, retail, educación y seguros.En Devsu te encontrarás trabajando con los mejores profesionales de los que podrás aprender constantemente y participar en proyectos emocionantes y desafiantes para clientes globales. Nuestro equipo trabaja desde más de 18 países del mundo en diversos productos de software y áreas de trabajo.Tendrás la oportunidad de estar en un ambiente multicultural y con una estructura horizontal, en donde el trabajo en equipo, aprendizaje continuo y la flexibilidad serán elementos muy presentes.**Responsabilidades**:Buscamos un desarrollador QA Automation Engineer, para trabajar de manera hibrida en la ciudad de Quito, Ecuador en proyectos retadores del sector bancario.- Revisar y analizar las especificaciones del sistema.- Ejecutar guiones de prueba y revisar los resultados.- Informar y documentar problemas técnicos.- Reportar errores y fallos a los equipos de desarrollo- Ayudar a solucionar problemas.- Trabajar con equipos multifuncionales para garantizar la calidad en todo el ciclo de desarrollo de software.**Requerimientos**:- Orientado al detalle.- Habilidades de programación básicas a medias.- Mínimo 2 años de experiência comprobada como Ingeniero QA.- Experiência en automatización de pruebas de software.- Disponibilidad de tiempo completo.- Excelentes habilidades de comunicación.- Conocimientos con herramientas de automatización de pruebas (Serenity, Karate, K6, Cypress, Protractor, TestCafe, Appium, etc.).**Deseables**:- Certificación(es) ISTQB o similar.- Experiência trabajando con las mejores prácticas modernas de desarrollo de software, incluido el control de versión de código (git), pruebas unitarias, TDD, revisiones de código, CI/CD, etc.- Conocimientos en herramientas RPA (Robot Process Automation).- Experiência trabajando en entornos ágiles.**Beneficios**:Un contrato estable a largo plazo. Entrenamiento contínuo. Seguro de Salud Privado. Horario flexible. Trabajarás con algunos de los ingenieros de software más talentosos de América Latina y los EEUU, haciendo un trabajo desafiante y software de clase mundial.**Wellness program**Devsu offers or subsidies mental and/or physical health activities.**Internal talks**Devsu offers space for internal talks or presentations during working hours.**Paid sick days**Sick leave is compensated (limits might apply).**Digital library**Access to digital books or subscriptions.**Health coverage**Devsu pays or copays health insurance for employees.**Computer provided**Devsu provides a computer for your work.**Education stipend**Devsu covers some educational expenses related to the position.**Personal coaching**Devsu offers counseling or personal coaching to employees.**Remote work policy**:*****Hybrid**This job takes place some days from home and others at the office in Quito (Ecuador)."
100,QA Analyst Senior - Remote Work,BairesDev,"Anywhere, Pichincha",Remoto,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.QA Analyst Senior at BairesDevBeing a QA Senior Analyst Developer in our Development Team is just like being a full-time problem solver. We expect your abilities to be a combination of experience, knowledge, and independence. Innovation is also at the heart of the BairesDev strategy. So, if you were willing to take on the most complex tasks and be a master of your tech stack, QA, then you are probably one of those unique we’re looking for.What You’ll Do:- Analyze end user requirements to define and document test plans.- Execute test cases, debug, detect errors and / or possible improvements, document them and follow up to be resolved.- Generate reports of test results and errors detected.- Define priorities and plan tests of system requirements.- Document the functionalities of the systems.- Represent the end user to the developers to ensure that the requirements are met.- Detect and propose improvements in both the quality control process and the software development cycle.Here’s what we are looking for:- 5+ years of experience in testing Web Products.- Experience with SQL and NoSQL Databases.- Experience with Microservices and the Cloud.- Advanced algorithm knowledge.- IT infrastructure knowledge.- Intermediate agile methodologies management.- Strong understanding of best practices, SOLID principles, CLEAN Code, and scalable solutions.- Design Patterns knowledge.- Experience in automated tests, CI/CD pipelines.- Strong experience with Version control.- Strong experience with Unit testing, integration testing, and code coverage.- Advanced English level.How we do make your work (and your life) easier:- 100% remote work.- Hardware setup for you to work from home.- Flexible hours - make your schedule.- Paid parental leave, vacation & holidays.- Diverse and multicultural work environment.- An innovative environment with the structure and resources of a leading multinational.- Excellent compensation — well above the market average.- Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company."
